,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
EG Fazackerley,EG Fazackerley,Hobart Hurricanes,7,5,1,0,140.0,2,21.0,0,0,2,10.5
S Mandhana,S Mandhana,Hobart Hurricanes,0,2,0,0,0.0,0,0.0,0,0,0,0
HK Matthews,HK Matthews,Hobart Hurricanes,18,16,4,0,112.5,4,23.0,2,0,0,5.75
HC Knight,HC Knight,Hobart Hurricanes,82,55,9,3,149.0909090909091,2,25.0,0,1,1,12.5
S Daffara,S Daffara,Hobart Hurricanes,5,5,0,0,100.0,0,0.0,0,0,0,0
CL Hall,CL Hall,Hobart Hurricanes,26,26,1,0,100.0,0,0.0,0,0,0,0
G Redmayne,G Redmayne,Hobart Hurricanes,8,8,0,0,100.0,0,0.0,0,0,0,0
V Pyke,V Pyke,Hobart Hurricanes,6,4,1,0,150.0,3,14.0,0,0,0,4.666666666666667
SK Moloney,SK Moloney,Hobart Hurricanes,0,0,0,0,0,1,10.0,0,1,0,10.0
M Phillips,M Phillips,Hobart Hurricanes,0,0,0,0,0,4,37.0,2,0,0,9.25
B Hepburn,B Hepburn,Hobart Hurricanes,0,0,0,0,0,4,27.0,1,1,1,6.75
L Lee,L Lee,Melbourne Stars,2,12,0,0,16.666666666666664,0,0.0,0,0,0,0
AR Reakes,AR Reakes,Melbourne Stars,15,14,3,0,107.14285714285714,0,0.0,0,0,0,0
A King,A King,Melbourne Stars,3,7,0,0,42.857142857142854,4,24.0,1,0,0,6.0
KM Mack,KM Mack,Melbourne Stars,0,2,0,0,0.0,0,0.0,0,0,0,0
EA Osborne,EA Osborne,Melbourne Stars,67,47,4,1,142.5531914893617,4,20.0,1,0,1,5.0
M du Preez,M du Preez,Melbourne Stars,59,38,3,3,155.26315789473685,0,0.0,0,0,0,0
GA Elwiss,GA Elwiss,Melbourne Stars,3,3,0,0,100.0,3,29.0,0,0,1,9.666666666666666
A Sutherland,A Sutherland,Melbourne Stars,0,0,0,0,0,4,30.0,3,0,1,7.5
M Blows,M Blows,Melbourne Stars,0,0,0,0,0,0,0.0,0,0,0,0
NM Hancock,NM Hancock,Melbourne Stars,0,0,0,0,0,4,48.0,1,1,1,12.0
HL Ferling,HL Ferling,Melbourne Stars,0,0,0,0,0,1,7.0,0,0,1,7.0
