,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
MJ Guptill,MJ Guptill,New Zealand,13,23,1,0,56.52173913043478,0,0.0,0,0,0,0
BB McCullum,BB McCullum,New Zealand,14,16,2,0,87.5,0,0.0,0,0,0,0
JD Ryder,JD Ryder,New Zealand,19,23,2,0,82.6086956521739,4,18.0,0,1,1,4.5
LRPL Taylor,LRPL Taylor,New Zealand,33,55,3,1,60.0,0,0.0,0,0,0,0
KS Williamson,KS Williamson,New Zealand,5,8,0,0,62.5,1,4.0,0,0,0,4.0
SB Styris,SB Styris,New Zealand,6,10,0,0,60.0,8,44.0,1,0,0,5.5
JEC Franklin,JEC Franklin,New Zealand,20,29,2,0,68.96551724137932,3,11.0,0,0,0,3.6666666666666665
NL McCullum,NL McCullum,New Zealand,4,8,0,0,50.0,10,48.0,2,0,0,4.8
JDP Oram,JDP Oram,New Zealand,20,27,2,0,74.07407407407408,10,57.0,2,1,1,5.7
TG Southee,TG Southee,New Zealand,8,8,1,0,100.0,10,63.0,4,0,5,6.3
HK Bennett,HK Bennett,New Zealand,0,4,0,0,0.0,5,16.0,0,1,1,3.2
WU Tharanga,WU Tharanga,Sri Lanka,3,7,0,0,42.857142857142854,0,0.0,0,0,0,0
TM Dilshan,TM Dilshan,Sri Lanka,3,16,0,0,18.75,6,24.0,1,0,0,4.0
KC Sangakkara,KC Sangakkara,Sri Lanka,111,128,12,2,86.71875,0,0.0,0,0,0,0
DPMD Jayawardene,DPMD Jayawardene,Sri Lanka,66,90,6,0,73.33333333333333,0,0.0,0,0,0,0
AD Mathews,AD Mathews,Sri Lanka,41,35,4,0,117.14285714285715,3,19.0,1,0,0,6.333333333333333
TT Samaraweera,TT Samaraweera,Sri Lanka,5,8,0,0,62.5,0,0.0,0,0,0,0
LPC Silva,LPC Silva,Sri Lanka,3,5,0,0,60.0,0,0.0,0,0,0,0
KMDN Kulasekara,KMDN Kulasekara,Sri Lanka,1,6,0,0,16.666666666666664,7,19.0,1,0,2,2.7142857142857144
SL Malinga,SL Malinga,Sri Lanka,6,4,0,1,150.0,5,38.0,1,0,3,7.6
M Muralitharan,M Muralitharan,Sri Lanka,7,3,0,1,233.33333333333334,8,25.0,4,1,0,3.125
BAW Mendis,BAW Mendis,Sri Lanka,0,2,0,0,0.0,6,24.0,2,0,1,4.0
