,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
M Klinger,M Klinger,Gloucestershire,1,5,0,0,20.0,0,0.0,0,0,0,0
APR Gidman,APR Gidman,Gloucestershire,16,19,1,0,84.21052631578947,0,0.0,0,0,0,0
CDJ Dent,CDJ Dent,Gloucestershire,0,4,0,0,0.0,0,0.0,0,0,0,0
HJH Marshall,HJH Marshall,Gloucestershire,17,20,1,0,85.0,0,0.0,0,0,0,0
IA Cockbain,IA Cockbain,Gloucestershire,8,8,0,0,100.0,0,0.0,0,0,0,0
BAC Howell,BAC Howell,Gloucestershire,26,32,0,0,81.25,1,7.0,0,0,0,7.0
AP Rouse,AP Rouse,Gloucestershire,10,15,0,0,66.66666666666666,0,0.0,0,0,0,0
JMR Taylor,JMR Taylor,Gloucestershire,15,10,0,1,150.0,1,15.0,0,0,0,15.0
RJ Montgomery,RJ Montgomery,Gloucestershire,8,4,0,1,200.0,3,50.0,0,1,2,16.666666666666668
TMJ Smith,TMJ Smith,Gloucestershire,2,2,0,0,100.0,3,24.0,2,0,0,8.0
DA Payne,DA Payne,Gloucestershire,1,1,0,0,100.0,4,13.0,0,0,0,3.25
JA Rudolph,JA Rudolph,Glamorgan,44,40,5,0,110.00000000000001,2,13.0,0,0,0,6.5
J Allenby,J Allenby,Glamorgan,18,9,4,0,200.0,4,16.0,2,0,0,4.0
MA Wallace,MA Wallace,Glamorgan,2,2,0,0,100.0,0,0.0,0,0,0,0
MW Goodwin,MW Goodwin,Glamorgan,41,22,4,2,186.36363636363635,0,0.0,0,0,0,0
CB Cooke,CB Cooke,Glamorgan,0,0,0,0,0,0,0.0,0,0,0,0
SJ Walters,SJ Walters,Glamorgan,0,0,0,0,0,0,0.0,0,0,0,0
DL Lloyd,DL Lloyd,Glamorgan,0,0,0,0,0,0,0.0,0,0,0,0
GG Wagg,GG Wagg,Glamorgan,0,0,0,0,0,4,25.0,3,0,3,6.25
DA Cosker,DA Cosker,Glamorgan,0,0,0,0,0,4,30.0,2,0,0,7.5
AG Salter,AG Salter,Glamorgan,0,0,0,0,0,2,8.0,0,0,0,4.0
MG Hogan,MG Hogan,Glamorgan,0,0,0,0,0,4,15.0,2,0,0,3.75
