,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
EJ Villani,EJ Villani,Melbourne Stars,10,6,2,0,166.66666666666669,0,0.0,0,0,0,0
A Sutherland,A Sutherland,Melbourne Stars,57,50,9,0,113.99999999999999,4,24.0,1,0,1,6.0
MM Lanning,MM Lanning,Melbourne Stars,10,19,1,0,52.63157894736842,0,0.0,0,0,0,0
ME Bouchier,ME Bouchier,Melbourne Stars,32,25,4,0,128.0,0,0.0,0,0,0,0
KJ Garth,KJ Garth,Melbourne Stars,24,21,0,0,114.28571428571428,4,17.0,3,0,0,4.25
N Faltum,N Faltum,Melbourne Stars,0,0,0,0,0,0,0.0,0,0,0,0
T Flintoff,T Flintoff,Melbourne Stars,0,0,0,0,0,4,23.0,2,0,1,5.75
A Lanning,A Lanning,Melbourne Stars,0,0,0,0,0,0,0.0,0,0,0,0
LCN Smith,LCN Smith,Melbourne Stars,0,0,0,0,0,4,15.0,1,0,0,3.75
S Day,S Day,Melbourne Stars,0,0,0,0,0,4,24.0,1,0,0,6.0
R McKenna,R McKenna,Melbourne Stars,0,0,0,0,0,0,0.0,0,0,0,0
Shafali Verma,Shafali Verma,Sydney Sixers,0,3,0,0,0.0,0,0.0,0,0,0,0
AJ Healy,AJ Healy,Sydney Sixers,14,13,2,0,107.6923076923077,0,0.0,0,0,0,0
A Gardner,A Gardner,Sydney Sixers,31,33,4,0,93.93939393939394,4,16.0,2,0,0,4.0
EA Perry,EA Perry,Sydney Sixers,40,43,4,0,93.02325581395348,1,13.0,0,1,2,13.0
NE Bolton,NE Bolton,Sydney Sixers,8,11,1,0,72.72727272727273,4,31.0,0,0,0,7.75
M Brown,M Brown,Sydney Sixers,0,1,0,0,0.0,4,38.0,0,0,0,9.5
AR Reakes,AR Reakes,Sydney Sixers,6,10,0,0,60.0,0,0.0,0,0,0,0
RP Yadav,RP Yadav,Sydney Sixers,2,6,0,0,33.33333333333333,4,17.0,0,0,0,4.25
C Moore,C Moore,Sydney Sixers,0,0,0,0,0,0,0.0,0,0,0,0
S Campbell,S Campbell,Sydney Sixers,0,0,0,0,0,3,22.0,1,0,1,7.333333333333333
E Hughes,E Hughes,Sydney Sixers,0,0,0,0,0,0,0.0,0,0,0,0
