,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
GH Worker,GH Worker,Central Districts,23,22,3,0,104.54545454545455,2,18.0,0,0,0,9.0
CK Leopard,CK Leopard,Central Districts,23,21,3,0,109.52380952380953,0,0.0,0,0,0,0
D Cleaver,D Cleaver,Central Districts,17,20,2,0,85.0,0,0.0,0,0,0,0
JA Clarkson,JA Clarkson,Central Districts,0,5,0,0,0.0,0,0.0,0,0,0,0
DAJ Bracewell,DAJ Bracewell,Central Districts,9,13,1,0,69.23076923076923,1,12.0,0,0,0,12.0
K Noema-Barnett,K Noema-Barnett,Central Districts,4,8,0,0,50.0,1,9.0,0,0,0,9.0
BS Smith,BS Smith,Central Districts,22,22,2,0,100.0,0,0.0,0,0,0,0
AY Patel,AY Patel,Central Districts,6,6,1,0,100.0,4,19.0,0,0,0,4.75
JFA Field,JFA Field,Central Districts,1,2,0,0,50.0,2,10.0,0,0,0,5.0
BM Tickner,BM Tickner,Central Districts,0,1,0,0,0.0,4,35.0,2,1,0,8.75
JR Lennox,JR Lennox,Central Districts,0,0,0,0,0,4,17.0,2,0,0,4.25
KD Clarke,KD Clarke,Northern Districts,24,12,5,0,200.0,0,0.0,0,0,0,0
TL Seifert,TL Seifert,Northern Districts,22,25,4,0,88.0,0,0.0,0,0,0,0
DG Brownlie,DG Brownlie,Northern Districts,0,3,0,0,0.0,0,0.0,0,0,0,0
HR Cooper,HR Cooper,Northern Districts,23,28,1,0,82.14285714285714,2,14.0,2,0,0,7.0
AP Devcich,AP Devcich,Northern Districts,35,22,3,2,159.0909090909091,0,0.0,0,0,0,0
BR Hampton,BR Hampton,Northern Districts,15,17,0,1,88.23529411764706,4,21.0,3,0,1,5.25
SC Kuggeleijn,SC Kuggeleijn,Northern Districts,0,0,0,0,0,2,16.0,0,0,1,8.0
ZN Gibson,ZN Gibson,Northern Districts,0,0,0,0,0,2,10.0,1,0,0,5.0
JG Walker,JG Walker,Northern Districts,0,0,0,0,0,4,14.0,1,0,0,3.5
FL Walker,FL Walker,Northern Districts,0,0,0,0,0,4,20.0,2,0,1,5.0
MJ Fisher,MJ Fisher,Northern Districts,0,0,0,0,0,2,14.0,0,0,1,7.0
