,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
SV Samson,SV Samson,Delhi Daredevils,9,6,2,0,150.0,0,0.0,0,0,0,0
AP Tare,AP Tare,Delhi Daredevils,0,1,0,0,0.0,0,0.0,0,0,0,0
KK Nair,KK Nair,Delhi Daredevils,5,15,0,0,33.33333333333333,0,0.0,0,0,0,0
SS Iyer,SS Iyer,Delhi Daredevils,6,7,1,0,85.71428571428571,0,0.0,0,0,0,0
CJ Anderson,CJ Anderson,Delhi Daredevils,0,3,0,0,0.0,0,0.0,0,0,0,0
RR Pant,RR Pant,Delhi Daredevils,0,3,0,0,0.0,0,0.0,0,0,0,0
K Rabada,K Rabada,Delhi Daredevils,44,39,4,1,112.82051282051282,4,30.0,2,1,2,7.5
CH Morris,CH Morris,Delhi Daredevils,52,41,5,1,126.82926829268293,4,33.0,2,0,1,8.25
PJ Cummins,PJ Cummins,Delhi Daredevils,4,5,0,0,80.0,4,20.0,2,0,1,5.0
A Mishra,A Mishra,Delhi Daredevils,0,0,0,0,0,4,18.0,2,0,1,4.5
Z Khan,Z Khan,Delhi Daredevils,0,0,0,0,0,4,36.0,0,0,1,9.0
PA Patel,PA Patel,Mumbai Indians,8,11,1,0,72.72727272727273,0,0.0,0,0,0,0
JC Buttler,JC Buttler,Mumbai Indians,28,19,3,2,147.36842105263156,0,0.0,0,0,0,0
N Rana,N Rana,Mumbai Indians,8,9,1,0,88.88888888888889,0,0.0,0,0,0,0
RG Sharma,RG Sharma,Mumbai Indians,5,9,0,0,55.55555555555556,0,0.0,0,0,0,0
KA Pollard,KA Pollard,Mumbai Indians,26,29,4,0,89.65517241379311,0,0.0,0,0,0,0
KH Pandya,KH Pandya,Mumbai Indians,17,16,1,0,106.25,1,8.0,0,0,0,8.0
HH Pandya,HH Pandya,Mumbai Indians,24,23,0,2,104.34782608695652,3,23.0,1,0,2,7.666666666666667
Harbhajan Singh,Harbhajan Singh,Mumbai Indians,2,2,0,0,100.0,4,26.0,0,0,0,6.5
MJ McClenaghan,MJ McClenaghan,Mumbai Indians,1,1,0,0,100.0,4,24.0,3,0,1,6.0
MG Johnson,MG Johnson,Mumbai Indians,7,3,1,0,233.33333333333334,4,23.0,1,0,1,5.75
JJ Bumrah,JJ Bumrah,Mumbai Indians,0,0,0,0,0,4,21.0,2,0,1,5.25
