,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
PP Shaw,PP Shaw,Delhi Capitals,2,5,0,0,40.0,0,0.0,0,0,0,0
S Dhawan,S Dhawan,Delhi Capitals,9,11,1,0,81.81818181818183,0,0.0,0,0,0,0
AM Rahane,AM Rahane,Delhi Capitals,8,9,1,0,88.88888888888889,0,0.0,0,0,0,0
RR Pant,RR Pant,Delhi Capitals,51,32,9,0,159.375,0,0.0,0,0,0,0
MP Stoinis,MP Stoinis,Delhi Capitals,0,5,0,0,0.0,1,15.0,0,0,0,15.0
Lalit Yadav,Lalit Yadav,Delhi Capitals,20,24,3,0,83.33333333333334,0,0.0,0,0,0,0
TK Curran,TK Curran,Delhi Capitals,21,16,2,0,131.25,4,35.0,0,0,1,8.75
CR Woakes,CR Woakes,Delhi Capitals,15,11,2,0,136.36363636363635,4,22.0,2,0,0,5.5
R Ashwin,R Ashwin,Delhi Capitals,7,4,1,0,175.0,3,14.0,0,0,0,4.666666666666667
K Rabada,K Rabada,Delhi Capitals,9,4,1,0,225.0,4,30.0,2,0,0,7.5
Avesh Khan,Avesh Khan,Delhi Capitals,0,0,0,0,0,4,32.0,3,0,0,8.0
JC Buttler,JC Buttler,Rajasthan Royals,2,7,0,0,28.57142857142857,0,0.0,0,0,0,0
M Vohra,M Vohra,Rajasthan Royals,9,11,2,0,81.81818181818183,0,0.0,0,0,0,0
SV Samson,SV Samson,Rajasthan Royals,4,3,1,0,133.33333333333331,0,0.0,0,0,0,0
S Dube,S Dube,Rajasthan Royals,2,7,0,0,28.57142857142857,0,0.0,0,0,0,0
DA Miller,DA Miller,Rajasthan Royals,62,43,7,2,144.1860465116279,0,0.0,0,0,0,0
R Parag,R Parag,Rajasthan Royals,2,5,0,0,40.0,2,16.0,1,0,1,8.0
R Tewatia,R Tewatia,Rajasthan Royals,19,17,2,0,111.76470588235294,3,27.0,0,0,0,9.0
CH Morris,CH Morris,Rajasthan Royals,36,18,0,4,200.0,3,27.0,1,0,1,9.0
JD Unadkat,JD Unadkat,Rajasthan Royals,11,7,0,1,157.14285714285714,4,15.0,3,0,0,3.75
C Sakariya,C Sakariya,Rajasthan Royals,0,0,0,0,0,4,33.0,0,0,0,8.25
Mustafizur Rahman,Mustafizur Rahman,Rajasthan Royals,0,0,0,0,0,4,29.0,3,0,2,7.25
