,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
PR Stirling,PR Stirling,Ireland,56,42,5,2,133.33333333333331,0,0.0,0,0,0,0
KJ O'Brien,KJ O'Brien,Ireland,65,38,5,4,171.05263157894737,0,0.0,0,0,0,0
A Balbirnie,A Balbirnie,Ireland,6,8,0,0,75.0,0,0.0,0,0,0,0
L Tucker,L Tucker,Ireland,6,7,0,0,85.71428571428571,0,0.0,0,0,0,0
Simi Singh,Simi Singh,Ireland,3,4,0,0,75.0,2,19.0,0,0,0,9.5
SC Getkate,SC Getkate,Ireland,16,9,1,1,177.77777777777777,2,15.0,2,0,0,7.5
SW Poynter,SW Poynter,Ireland,6,4,1,0,150.0,0,0.0,0,0,0,0
GH Dockrell,GH Dockrell,Ireland,15,7,1,1,214.28571428571428,3,35.0,0,0,1,11.666666666666666
J Little,J Little,Ireland,4,1,1,0,400.0,4,33.0,0,0,0,8.25
PKD Chase,PKD Chase,Ireland,0,0,0,0,0,4,40.0,1,1,0,10.0
WB Rankin,WB Rankin,Ireland,0,0,0,0,0,4,39.0,1,0,0,9.75
HG Munsey,HG Munsey,Scotland,50,27,6,2,185.1851851851852,0,0.0,0,0,0,0
KJ Coetzer,KJ Coetzer,Scotland,74,38,9,4,194.73684210526315,0,0.0,0,0,0,0
CS MacLeod,CS MacLeod,Scotland,35,30,3,1,116.66666666666667,0,0.0,0,0,0,0
RD Berrington,RD Berrington,Scotland,0,4,0,0,0.0,4,26.0,0,0,0,6.5
MH Cross,MH Cross,Scotland,0,2,0,0,0.0,0,0.0,0,0,0,0
CD Wallace,CD Wallace,Scotland,19,12,2,1,158.33333333333331,0,0.0,0,0,0,0
MA Leask,MA Leask,Scotland,0,0,0,0,0,1,14.0,0,0,0,14.0
RAJ Smith,RAJ Smith,Scotland,0,0,0,0,0,3,30.0,0,0,0,10.0
SM Sharif,SM Sharif,Scotland,0,0,0,0,0,4,35.0,3,0,0,8.75
MRJ Watt,MRJ Watt,Scotland,0,0,0,0,0,4,26.0,3,0,1,6.5
AC Evans,AC Evans,Scotland,0,0,0,0,0,4,48.0,1,0,1,12.0
