,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Mohammad Hafeez,Mohammad Hafeez,Pakistan,92,127,9,2,72.44094488188976,16,37.0,1,0,0,2.3125
Taufeeq Umar,Taufeeq Umar,Pakistan,28,84,3,0,33.33333333333333,0,0.0,0,0,0,0
Azhar Ali,Azhar Ali,Pakistan,129,314,9,1,41.082802547770704,0,0.0,0,0,0,0
Younis Khan,Younis Khan,Pakistan,55,103,2,1,53.398058252427184,0,0.0,0,0,0,0
Misbah-ul-Haq,Misbah-ul-Haq,Pakistan,41,113,2,1,36.283185840707965,0,0.0,0,0,0,0
Saeed Ajmal,Saeed Ajmal,Pakistan,20,51,1,0,39.21568627450981,56,113.0,8,0,0,2.017857142857143
Asad Shafiq,Asad Shafiq,Pakistan,59,101,4,1,58.415841584158414,0,0.0,0,0,0,0
Adnan Akmal,Adnan Akmal,Pakistan,41,80,4,0,51.24999999999999,0,0.0,0,0,0,0
Abdur Rehman,Abdur Rehman,Pakistan,0,12,0,0,0.0,50,105.0,4,1,0,2.1
Umar Gul,Umar Gul,Pakistan,2,3,0,0,66.66666666666666,34,117.0,3,5,0,3.4411764705882355
Junaid Khan,Junaid Khan,Pakistan,0,7,0,0,0.0,32,95.0,4,2,0,2.96875
NT Paranavitana,NT Paranavitana,Sri Lanka,78,268,4,0,29.1044776119403,0,0.0,0,0,0,0
HDRL Thirimanne,HDRL Thirimanne,Sri Lanka,9,48,0,0,18.75,0,0.0,0,0,0,0
KC Sangakkara,KC Sangakkara,Sri Lanka,108,221,11,0,48.86877828054298,0,0.0,0,0,0,0
DPMD Jayawardene,DPMD Jayawardene,Sri Lanka,11,38,1,0,28.947368421052634,0,0.0,0,0,0,0
TM Dilshan,TM Dilshan,Sri Lanka,10,13,1,0,76.92307692307693,28,93.0,3,0,0,3.3214285714285716
AD Mathews,AD Mathews,Sri Lanka,71,185,8,1,38.37837837837838,0,0.0,0,0,0,0
JK Silva,JK Silva,Sri Lanka,28,56,3,0,50.0,0,0.0,0,0,0,0
KTGD Prasad,KTGD Prasad,Sri Lanka,40,77,5,0,51.94805194805194,34,127.0,3,3,0,3.735294117647059
HMRKB Herath,HMRKB Herath,Sri Lanka,44,82,4,0,53.65853658536586,47,118.0,3,0,0,2.5106382978723403
UWMBCA Welegedara,UWMBCA Welegedara,Sri Lanka,52,131,5,2,39.69465648854962,31,80.0,2,0,1,2.5806451612903225
RAS Lakmal,RAS Lakmal,Sri Lanka,8,22,2,0,36.36363636363637,24,54.0,0,0,1,2.25
