,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
JM Bairstow,JM Bairstow,England,11,11,2,0,100.0,0,0.0,0,0,0,0
AD Hales,AD Hales,England,23,35,4,0,65.71428571428571,0,0.0,0,0,0,0
JE Root,JE Root,England,1,2,0,0,50.0,0,0.0,0,0,0,0
EJG Morgan,EJG Morgan,England,18,22,3,0,81.81818181818183,0,0.0,0,0,0,0
BA Stokes,BA Stokes,England,15,27,2,0,55.55555555555556,0,0.0,0,0,0,0
JC Buttler,JC Buttler,England,23,36,1,0,63.888888888888886,0,0.0,0,0,0,0
MM Ali,MM Ali,England,12,25,1,0,48.0,0,0.0,0,0,0,0
CR Woakes,CR Woakes,England,0,4,0,0,0.0,6,56.0,1,1,1,9.333333333333334
TK Curran,TK Curran,England,0,2,0,0,0.0,1,4.0,0,0,0,4.0
AU Rashid,AU Rashid,England,0,6,0,0,0.0,0,0.0,0,0,0,0
MA Wood,MA Wood,England,0,0,0,0,0,6,55.0,2,0,4,9.166666666666666
CH Gayle,CH Gayle,West Indies,77,27,5,9,285.18518518518516,0,0.0,0,0,0,0
JD Campbell,JD Campbell,West Indies,1,9,0,0,11.11111111111111,0,0.0,0,0,0,0
SD Hope,SD Hope,West Indies,13,18,0,1,72.22222222222221,0,0.0,0,0,0,0
DM Bravo,DM Bravo,West Indies,7,14,1,0,50.0,0,0.0,0,0,0,0
SO Hetmyer,SO Hetmyer,West Indies,11,6,2,0,183.33333333333331,0,0.0,0,0,0,0
JO Holder,JO Holder,West Indies,0,0,0,0,0,7,28.0,2,0,4,4.0
CR Brathwaite,CR Brathwaite,West Indies,0,0,0,0,0,8,17.0,2,0,0,2.125
AR Nurse,AR Nurse,West Indies,0,0,0,0,0,4,24.0,0,0,1,6.0
D Bishoo,D Bishoo,West Indies,0,0,0,0,0,0,0.0,0,0,0,0
SS Cottrell,SS Cottrell,West Indies,0,0,0,0,0,4,23.0,1,1,3,5.75
O Thomas,O Thomas,West Indies,0,0,0,0,0,6,21.0,5,0,1,3.5
