,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Azhar Ali,Azhar Ali,Pakistan,33,28,4,0,117.85714285714286,2,13.0,0,0,0,6.5
Ahmed Shehzad,Ahmed Shehzad,Pakistan,95,90,12,1,105.55555555555556,0,0.0,0,0,0,0
Mohammad Hafeez,Mohammad Hafeez,Pakistan,70,88,8,1,79.54545454545455,0,0.0,0,0,0,0
Sarfraz Ahmed,Sarfraz Ahmed,Pakistan,17,23,1,0,73.91304347826086,0,0.0,0,0,0,0
Shoaib Malik,Shoaib Malik,Pakistan,29,16,0,4,181.25,4,15.0,0,0,0,3.75
Mohammad Rizwan,Mohammad Rizwan,Pakistan,0,0,0,0,0,0,0.0,0,0,0,0
Imad Wasim,Imad Wasim,Pakistan,0,0,0,0,0,10,43.0,1,0,0,4.3
Anwar Ali,Anwar Ali,Pakistan,0,0,0,0,0,7,41.0,3,0,4,5.857142857142857
Yasir Shah,Yasir Shah,Pakistan,0,0,0,0,0,10,50.0,1,0,0,5.0
Rahat Ali,Rahat Ali,Pakistan,0,0,0,0,0,7,39.0,1,0,2,5.571428571428571
Mohammad Irfan,Mohammad Irfan,Pakistan,0,0,0,0,0,10,50.0,3,1,2,5.0
MDKJ Perera,MDKJ Perera,Sri Lanka,0,2,0,0,0.0,0,0.0,0,0,0,0
TM Dilshan,TM Dilshan,Sri Lanka,50,59,3,0,84.7457627118644,3,30.0,0,0,3,10.0
HDRL Thirimanne,HDRL Thirimanne,Sri Lanka,90,126,5,0,71.42857142857143,0,0.0,0,0,0,0
AD Mathews,AD Mathews,Sri Lanka,12,23,0,0,52.17391304347826,3,9.0,0,0,2,3.0
LD Chandimal,LD Chandimal,Sri Lanka,20,21,1,0,95.23809523809523,0,0.0,0,0,0,0
SMA Priyanjan,SMA Priyanjan,Sri Lanka,18,28,0,0,64.28571428571429,0,0.0,0,0,0,0
TAM Siriwardana,TAM Siriwardana,Sri Lanka,19,11,2,1,172.72727272727272,6,28.0,1,0,0,4.666666666666667
SS Pathirana,SS Pathirana,Sri Lanka,14,13,1,0,107.6923076923077,10,81.0,0,0,0,8.1
SL Malinga,SL Malinga,Sri Lanka,17,13,2,1,130.76923076923077,9,46.0,1,0,0,5.111111111111111
RAS Lakmal,RAS Lakmal,Sri Lanka,1,3,0,0,33.33333333333333,8,50.0,1,0,3,6.25
N Pradeep,N Pradeep,Sri Lanka,0,2,0,0,0.0,3,9.0,0,0,1,3.0
