,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
M Raj,M Raj,India,51,57,4,1,89.47368421052632,0,0.0,0,0,0,0
S Mandhana,S Mandhana,India,33,29,4,1,113.79310344827587,0,0.0,0,0,0,0
JI Rodrigues,JI Rodrigues,India,18,11,3,0,163.63636363636365,1,6.0,0,0,1,6.0
H Kaur,H Kaur,India,7,3,0,1,233.33333333333334,4,10.0,1,0,0,2.5
V Krishnamurthy,V Krishnamurthy,India,9,9,1,0,100.0,0,0.0,0,0,0,0
D Hemalatha,D Hemalatha,India,4,5,0,0,80.0,1,10.0,0,0,0,10.0
DB Sharma,DB Sharma,India,11,7,1,0,157.14285714285714,3,15.0,2,0,1,5.0
RP Yadav,RP Yadav,India,1,1,0,0,100.0,4,25.0,4,0,3,6.25
T Bhatia,T Bhatia,India,0,0,0,0,0,0,0.0,0,0,0,0
M Joshi,M Joshi,India,0,0,0,0,0,3,12.0,0,0,0,4.0
Poonam Yadav,Poonam Yadav,India,0,0,0,0,0,4,14.0,1,0,1,3.5
CMA Shillington,CMA Shillington,Ireland,23,23,3,0,100.0,0,0.0,0,0,0,0
GH Lewis,GH Lewis,Ireland,9,19,1,0,47.368421052631575,0,0.0,0,0,0,0
IMHC Joyce,IMHC Joyce,Ireland,33,38,4,0,86.8421052631579,2,11.0,0,0,1,5.5
L Delany,L Delany,Ireland,9,17,0,0,52.94117647058824,3,21.0,1,0,1,7.0
SM Kavanagh,SM Kavanagh,Ireland,2,6,0,0,33.33333333333333,0,0.0,0,0,0,0
KJ Garth,KJ Garth,Ireland,3,5,0,0,60.0,4,22.0,2,0,0,5.5
EAJ Richardson,EAJ Richardson,Ireland,4,4,0,0,100.0,4,27.0,1,0,1,6.75
MV Waldron,MV Waldron,Ireland,2,4,0,0,50.0,0,0.0,0,0,0,0
L Maritz,L Maritz,Ireland,0,1,0,0,0.0,2,23.0,0,1,1,11.5
C Raack,C Raack,Ireland,1,3,0,0,33.33333333333333,1,8.0,0,0,0,8.0
LK O'Reilly,LK O'Reilly,Ireland,0,0,0,0,0,4,32.0,2,0,1,8.0
