,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
V Sehwag,V Sehwag,India,32,34,6,0,94.11764705882352,0,0.0,0,0,0,0
SR Tendulkar,SR Tendulkar,India,5,6,1,0,83.33333333333334,0,0.0,0,0,0,0
VVS Laxman,VVS Laxman,India,1,8,0,0,12.5,0,0.0,0,0,0,0
R Dravid,R Dravid,India,13,38,2,0,34.21052631578947,0,0.0,0,0,0,0
SC Ganguly,SC Ganguly,India,1,10,0,0,10.0,0,0.0,0,0,0,0
Yuvraj Singh,Yuvraj Singh,India,47,63,5,0,74.60317460317461,0,0.0,0,0,0,0
RS Gavaskar,RS Gavaskar,India,6,8,1,0,75.0,0,0.0,0,0,0,0
AB Agarkar,AB Agarkar,India,9,39,0,0,23.076923076923077,9,56.0,2,0,2,6.222222222222222
IK Pathan,IK Pathan,India,20,24,2,1,83.33333333333334,8,69.0,2,0,4,8.625
M Kartik,M Kartik,India,32,41,2,0,78.04878048780488,5,39.0,0,0,1,7.8
L Balaji,L Balaji,India,11,27,0,0,40.74074074074074,10,37.0,1,0,1,3.7
AC Gilchrist,AC Gilchrist,Australia,75,66,11,1,113.63636363636364,0,0.0,0,0,0,0
ML Hayden,ML Hayden,Australia,0,5,0,0,0.0,0,0.0,0,0,0,0
DR Martyn,DR Martyn,Australia,2,3,0,0,66.66666666666666,0,0.0,0,0,0,0
MJ Clarke,MJ Clarke,Australia,2,8,0,0,25.0,2,4.0,1,0,0,2.0
A Symonds,A Symonds,Australia,73,57,11,2,128.0701754385965,10,37.0,2,0,5,3.7
SM Katich,SM Katich,Australia,18,32,2,0,56.25,0,0.0,0,0,0,0
MEK Hussey,MEK Hussey,Australia,17,23,3,0,73.91304347826086,3,15.0,1,0,1,5.0
B Lee,B Lee,Australia,0,0,0,0,0,10,22.0,3,3,1,2.2
JN Gillespie,JN Gillespie,Australia,0,0,0,0,0,10,51.0,1,0,2,5.1
BA Williams,BA Williams,Australia,0,0,0,0,0,7,23.0,1,0,3,3.2857142857142856
AJ Bichel,AJ Bichel,Australia,0,0,0,0,0,7,44.0,1,0,0,6.285714285714286
