,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
LMP Simmons,LMP Simmons,Sylhet Sunrisers,6,20,0,0,30.0,0,0.0,0,0,0,0
Anamul Haque,Anamul Haque,Sylhet Sunrisers,4,10,1,0,40.0,0,0.0,0,0,0,0
Mohammad Mithun,Mohammad Mithun,Sylhet Sunrisers,72,51,6,4,141.1764705882353,0,0.0,0,0,0,0
CA Ingram,CA Ingram,Sylhet Sunrisers,2,3,0,0,66.66666666666666,0,0.0,0,0,0,0
Mosaddek Hossain,Mosaddek Hossain,Sylhet Sunrisers,34,30,3,2,113.33333333333333,1,20.0,0,0,0,20.0
Muktar Ali,Muktar Ali,Sylhet Sunrisers,5,6,0,0,83.33333333333334,3,31.0,0,1,0,10.333333333333334
Nadif Chowdhury,Nadif Chowdhury,Sylhet Sunrisers,6,1,0,1,600.0,0,0.0,0,0,0,0
Nazmul Islam,Nazmul Islam,Sylhet Sunrisers,0,0,0,0,0,4,39.0,1,0,1,9.75
Sohag Gazi,Sohag Gazi,Sylhet Sunrisers,0,0,0,0,0,1,15.0,0,0,0,15.0
Jubair Hossain,Jubair Hossain,Sylhet Sunrisers,0,0,0,0,0,3,20.0,0,0,0,6.666666666666667
Shiraz Ahmed,Shiraz Ahmed,Sylhet Sunrisers,0,0,0,0,0,3,18.0,0,0,1,6.0
ADS Fletcher,ADS Fletcher,Khulna Tigers,71,48,5,5,147.91666666666669,0,0.0,0,0,0,0
Soumya Sarkar,Soumya Sarkar,Khulna Tigers,43,31,6,1,138.70967741935485,2,16.0,1,0,0,8.0
NLTC Perera,NLTC Perera,Khulna Tigers,22,9,3,1,244.44444444444446,3,30.0,0,0,1,10.0
Yasir Ali Chowdhury,Yasir Ali Chowdhury,Khulna Tigers,0,0,0,0,0,0,0.0,0,0,0,0
Mushfiqur Rahim,Mushfiqur Rahim,Khulna Tigers,0,0,0,0,0,0,0.0,0,0,0,0
Mahedi Hasan,Mahedi Hasan,Khulna Tigers,0,0,0,0,0,1,8.0,0,0,0,8.0
S Prasanna,S Prasanna,Khulna Tigers,0,0,0,0,0,2,22.0,0,0,0,11.0
Jaker Ali,Jaker Ali,Khulna Tigers,0,0,0,0,0,0,0.0,0,0,0,0
Kamrul Islam Rabbi,Kamrul Islam Rabbi,Khulna Tigers,0,0,0,0,0,4,31.0,1,0,1,7.75
Khaled Ahmed,Khaled Ahmed,Khulna Tigers,0,0,0,0,0,4,20.0,2,0,1,5.0
Nabil Samad,Nabil Samad,Khulna Tigers,0,0,0,0,0,4,10.0,1,0,1,2.5
