,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
NT Broom,NT Broom,Otago,4,3,1,0,133.33333333333331,0,0.0,0,0,0,0
HD Rutherford,HD Rutherford,Otago,37,27,3,2,137.03703703703704,0,0.0,0,0,0,0
AK Kitchen,AK Kitchen,Otago,16,10,3,0,160.0,4,20.0,2,0,0,5.0
NF Kelly,NF Kelly,Otago,27,21,3,1,128.57142857142858,0,0.0,0,0,0,0
JL Finnie,JL Finnie,Otago,71,36,8,3,197.22222222222223,0,0.0,0,0,0,0
DN Phillips,DN Phillips,Otago,3,7,0,0,42.857142857142854,0,0.0,0,0,0,0
MJG Rippon,MJG Rippon,Otago,23,17,2,1,135.29411764705884,4,32.0,1,0,0,8.0
JA Duffy,JA Duffy,Otago,0,0,0,0,0,3,27.0,1,0,2,9.0
T Muller,T Muller,Otago,0,0,0,0,0,4,29.0,3,0,2,7.25
MW Chu,MW Chu,Otago,0,0,0,0,0,0,0.0,0,0,0,0
MD Rae,MD Rae,Otago,0,0,0,0,0,4,25.0,3,1,1,6.25
JCT Boyle,JCT Boyle,Canterbury,0,3,0,0,0.0,0,0.0,0,0,0,0
CJ Bowes,CJ Bowes,Canterbury,4,4,1,0,100.0,0,0.0,0,0,0,0
SJ Murdoch,SJ Murdoch,Canterbury,25,18,1,2,138.88888888888889,0,0.0,0,0,0,0
CE McConchie,CE McConchie,Canterbury,5,4,1,0,125.0,3,32.0,2,0,0,10.666666666666666
CD Fletcher,CD Fletcher,Canterbury,37,37,4,0,100.0,0,0.0,0,0,0,0
AM Ellis,AM Ellis,Canterbury,0,0,0,0,0,2,19.0,1,0,0,9.5
LJ Carter,LJ Carter,Canterbury,33,25,0,3,132.0,0,0.0,0,0,0,0
HB Shipley,HB Shipley,Canterbury,18,14,1,1,128.57142857142858,3,28.0,0,0,0,9.333333333333334
WSA Williams,WSA Williams,Canterbury,0,1,0,0,0.0,4,35.0,1,0,1,8.75
BP Coburn,BP Coburn,Canterbury,5,8,0,0,62.5,4,34.0,1,0,0,8.5
EJ Nuttall,EJ Nuttall,Canterbury,0,0,0,0,0,4,38.0,0,1,3,9.5
