,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
RL Haynes,RL Haynes,Australia,85,100,9,0,85.0,0,0.0,0,0,0,0
AJ Healy,AJ Healy,Australia,129,107,17,1,120.56074766355141,0,0.0,0,0,0,0
A Gardner,A Gardner,Australia,12,8,2,0,150.0,6,26.0,1,0,0,4.333333333333333
MM Lanning,MM Lanning,Australia,26,26,1,0,100.0,0,0.0,0,0,0,0
BL Mooney,BL Mooney,Australia,43,31,3,0,138.70967741935485,0,0.0,0,0,0,0
TM McGrath,TM McGrath,Australia,0,0,0,0,0,4,17.0,1,0,1,4.25
A Sutherland,A Sutherland,Australia,0,0,0,0,0,6,26.0,1,0,2,4.333333333333333
D Brown,D Brown,Australia,0,0,0,0,0,6,37.0,0,0,4,6.166666666666667
JL Jonassen,JL Jonassen,Australia,0,0,0,0,0,5,14.0,3,0,0,2.8
A King,A King,Australia,0,0,0,0,0,6,19.0,1,0,0,3.1666666666666665
ML Schutt,ML Schutt,Australia,0,0,0,0,0,4,8.0,1,0,1,2.0
DJS Dottin,DJS Dottin,West Indies,34,35,5,0,97.14285714285714,3,31.0,0,0,2,10.333333333333334
RS Williams,RS Williams,West Indies,0,10,0,0,0.0,0,0.0,0,0,0,0
HK Matthews,HK Matthews,West Indies,34,49,2,0,69.38775510204081,9,45.0,0,0,0,5.0
SR Taylor,SR Taylor,West Indies,48,75,4,0,64.0,5,48.0,0,0,1,9.6
SA Campbelle,SA Campbelle,West Indies,8,23,0,0,34.78260869565217,0,0.0,0,0,0,0
CN Nation,CN Nation,West Indies,7,6,0,1,116.66666666666667,0,0.0,0,0,0,0
Kycia A Knight,Kycia A Knight,West Indies,0,2,0,0,0.0,0,0.0,0,0,0,0
K Ramharack,K Ramharack,West Indies,7,15,0,0,46.666666666666664,9,65.0,0,2,0,7.222222222222222
SS Connell,SS Connell,West Indies,1,7,0,0,14.285714285714285,8,45.0,1,0,3,5.625
CA Henry,CA Henry,West Indies,0,0,0,0,0,9,51.0,2,0,1,5.666666666666667
A Mohammed,A Mohammed,West Indies,0,0,0,0,0,2,20.0,0,0,1,10.0
