match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
wi_211830,2022,2022-06-11,"Guyana National Stadium, Providence",1,0.1,Windward Islands,Barbados,JM Joseph,Q Joseph,SJ Bruce,0,0,,,,,,,,,
wi_211830,2022,2022-06-11,"Guyana National Stadium, Providence",1,0.2,Windward Islands,Barbados,JM Joseph,Q Joseph,SJ Bruce,0,0,,,,,,,,,
wi_211830,2022,2022-06-11,"Guyana National Stadium, Providence",1,0.3,Windward Islands,Barbados,JM Joseph,Q Joseph,SJ Bruce,0,1,,,,1,,,,,
wi_211830,2022,2022-06-11,"Guyana National Stadium, Providence",1,0.4,Windward Islands,Barbados,Q Joseph,JM Joseph,SJ Bruce,0,0,,,,,,,,,
wi_211830,2022,2022-06-11,"Guyana National Stadium, Providence",1,0.5,Windward Islands,Barbados,Q Joseph,JM Joseph,SJ Bruce,0,0,,,,,,,,,
wi_211830,2022,2022-06-11,"Guyana National Stadium, Providence",1,0.6,Windward Islands,Barbados,Q Joseph,JM Joseph,SJ Bruce,0,0,,,,,,,,,
wi_211830,2022,2022-06-11,"Guyana National Stadium, Providence",1,1.1,Windward Islands,Barbados,JM Joseph,Q Joseph,AA Alleyne,0,0,,,,,,,,,
wi_211830,2022,2022-06-11,"Guyana National Stadium, Providence",1,1.2,Windward Islands,Barbados,JM Joseph,Q Joseph,AA Alleyne,0,0,,,,,,,,,
wi_211830,2022,2022-06-11,"Guyana National Stadium, Providence",1,1.3,Windward Islands,Barbados,JM Joseph,Q Joseph,AA Alleyne,0,0,,,,,,,,,
wi_211830,2022,2022-06-11,"Guyana National Stadium, Providence",1,1.4,Windward Islands,Barbados,JM Joseph,Q Joseph,AA Alleyne,0,0,,,,,,,,,
wi_211830,2022,2022-06-11,"Guyana National Stadium, Providence",1,1.5,Windward Islands,Barbados,JM Joseph,Q Joseph,AA Alleyne,0,0,,,,,,,,,
wi_211830,2022,2022-06-11,"Guyana National Stadium, Providence",1,1.6,Windward Islands,Barbados,JM Joseph,Q Joseph,AA Alleyne,0,0,,,,,,,,,
wi_211830,2022,2022-06-11,"Guyana National Stadium, Providence",1,2.1,Windward Islands,Barbados,Q Joseph,JM Joseph,SJ Bruce,0,1,1,,,,,,,,
wi_211830,2022,2022-06-11,"Guyana National Stadium, Providence",1,2.2,Windward Islands,Barbados,Q Joseph,JM Joseph,SJ Bruce,0,0,,,,,,,,,
