,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
MG Hughes,MG Hughes,Central Districts,12,6,1,1,200.0,0,0.0,0,0,0,0
BS Smith,BS Smith,Central Districts,29,26,3,1,111.53846153846155,0,0.0,0,0,0,0
BL Wiggins,BL Wiggins,Central Districts,45,30,4,2,150.0,0,0.0,0,0,0,0
JA Clarkson,JA Clarkson,Central Districts,76,39,7,4,194.87179487179486,0,0.0,0,0,0,0
TC Bruce,TC Bruce,Central Districts,36,19,1,4,189.4736842105263,4,43.0,1,0,1,10.75
DAJ Bracewell,DAJ Bracewell,Central Districts,3,3,0,0,100.0,4,33.0,3,0,1,8.25
MTMMJ Ave,MTMMJ Ave,Central Districts,0,0,0,0,0,0,0.0,0,0,0,0
JFA Field,JFA Field,Central Districts,0,0,0,0,0,2,32.0,1,0,0,16.0
AY Patel,AY Patel,Central Districts,0,0,0,0,0,3,32.0,1,0,7,10.666666666666666
SHA Rance,SHA Rance,Central Districts,0,0,0,0,0,3,53.0,2,0,0,17.666666666666668
BM Tickner,BM Tickner,Central Districts,0,0,0,0,0,4,34.0,0,0,0,8.5
FH Allen,FH Allen,Wellington,4,3,1,0,133.33333333333331,0,0.0,0,0,0,0
TB Robinson,TB Robinson,Wellington,0,1,0,0,0.0,0,0.0,0,0,0,0
MG Bracewell,MG Bracewell,Wellington,141,65,11,11,216.9230769230769,2,25.0,0,0,2,12.5
TM Johnson,TM Johnson,Wellington,4,3,1,0,133.33333333333331,0,0.0,0,0,0,0
JDS Neesham,JDS Neesham,Wellington,5,6,1,0,83.33333333333334,3,35.0,1,0,3,11.666666666666666
NG Smith,NG Smith,Wellington,2,4,0,0,50.0,0,0.0,0,0,0,0
JD Gibson,JD Gibson,Wellington,21,14,2,1,150.0,0,0.0,0,0,0,0
LV van Beek,LV van Beek,Wellington,37,18,1,4,205.55555555555554,4,44.0,0,0,1,11.0
OR Newton,OR Newton,Wellington,3,4,0,0,75.0,3,32.0,0,0,0,10.666666666666666
BV Sears,BV Sears,Wellington,1,1,0,0,100.0,4,35.0,2,0,0,8.75
HK Bennett,HK Bennett,Wellington,0,0,0,0,0,4,46.0,1,0,1,11.5
