,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
TJ Dean,TJ Dean,Melbourne Stars,32,26,3,0,123.07692307692308,0,0.0,0,0,0,0
J Avendano,J Avendano,Melbourne Stars,6,9,1,0,66.66666666666666,0,0.0,0,0,0,0
CA Wakim,CA Wakim,Melbourne Stars,12,11,1,0,109.09090909090908,0,0.0,0,0,0,0
GJ Maxwell,GJ Maxwell,Melbourne Stars,7,9,0,0,77.77777777777779,3,19.0,0,0,0,6.333333333333333
HWR Cartwright,HWR Cartwright,Melbourne Stars,41,29,4,1,141.3793103448276,0,0.0,0,0,0,0
P Rowe,P Rowe,Melbourne Stars,3,6,0,0,50.0,0,0.0,0,0,0,0
TL O'Connell,TL O'Connell,Melbourne Stars,3,8,0,0,37.5,2,11.0,2,0,0,5.5
Qais Ahmad,Qais Ahmad,Melbourne Stars,10,14,0,1,71.42857142857143,4,33.0,1,0,1,8.25
BL Couch,BL Couch,Melbourne Stars,0,1,0,0,0.0,2,14.0,0,0,0,7.0
Haris Rauf,Haris Rauf,Melbourne Stars,8,5,0,1,160.0,4,26.0,1,0,0,6.5
Ahmed Daniyal,Ahmed Daniyal,Melbourne Stars,1,2,0,0,50.0,3,24.0,1,1,1,8.0
SB Harper,SB Harper,Melbourne Renegades,7,7,1,0,100.0,0,0.0,0,0,0,0
AJ Finch,AJ Finch,Melbourne Renegades,50,40,3,2,125.0,0,0.0,0,0,0,0
SE Marsh,SE Marsh,Melbourne Renegades,21,18,2,0,116.66666666666667,0,0.0,0,0,0,0
NJ Maddinson,NJ Maddinson,Melbourne Renegades,4,5,0,0,80.0,4,20.0,3,0,0,5.0
MW Harvey,MW Harvey,Melbourne Renegades,23,25,3,0,92.0,0,0.0,0,0,0,0
Mohammad Nabi,Mohammad Nabi,Melbourne Renegades,0,1,0,0,0.0,2,20.0,0,0,0,10.0
J Seymour,J Seymour,Melbourne Renegades,17,14,2,0,121.42857142857142,0,0.0,0,0,0,0
JA Prestwidge,JA Prestwidge,Melbourne Renegades,0,0,0,0,0,2,9.0,1,0,0,4.5
W Sutherland,W Sutherland,Melbourne Renegades,0,0,0,0,0,0,0.0,0,0,0,0
KW Richardson,KW Richardson,Melbourne Renegades,0,0,0,0,0,4,24.0,3,0,0,6.0
RJW Topley,RJW Topley,Melbourne Renegades,0,0,0,0,0,4,27.0,3,0,1,6.75
Zahir Khan,Zahir Khan,Melbourne Renegades,0,0,0,0,0,4,25.0,0,0,1,6.25
