,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Javed Ahmadi,Javed Ahmadi,Afghanistan,27,31,3,1,87.09677419354838,0,0.0,0,0,0,0
Noor Ali Zadran,Noor Ali Zadran,Afghanistan,9,14,1,0,64.28571428571429,0,0.0,0,0,0,0
Rahmat Shah,Rahmat Shah,Afghanistan,44,66,3,1,66.66666666666666,0,0.0,0,0,0,0
Asghar Stanikzai,Asghar Stanikzai,Afghanistan,5,24,0,0,20.833333333333336,0,0.0,0,0,0,0
Nasir Jamal,Nasir Jamal,Afghanistan,18,36,1,0,50.0,0,0.0,0,0,0,0
Mohammad Nabi,Mohammad Nabi,Afghanistan,1,5,0,0,20.0,9,28.0,2,0,0,3.111111111111111
Gulbadin Naib,Gulbadin Naib,Afghanistan,15,40,1,0,37.5,3,12.0,0,0,0,4.0
Rashid Khan,Rashid Khan,Afghanistan,44,55,6,1,80.0,9,17.0,2,0,1,1.8888888888888888
Shafiqullah,Shafiqullah,Afghanistan,0,3,0,0,0.0,0,0.0,0,0,0,0
Shapoor Zadran,Shapoor Zadran,Afghanistan,0,8,0,0,0.0,7,71.0,0,0,2,10.142857142857142
Mujeeb Ur Rahman,Mujeeb Ur Rahman,Afghanistan,4,8,1,0,50.0,10,42.0,1,0,0,4.2
WTS Porterfield,WTS Porterfield,Ireland,4,19,0,0,21.052631578947366,0,0.0,0,0,0,0
PR Stirling,PR Stirling,Ireland,101,97,11,4,104.1237113402062,5,25.0,1,0,0,5.0
A Balbirnie,A Balbirnie,Ireland,35,47,4,0,74.46808510638297,0,0.0,0,0,0,0
NJ O'Brien,NJ O'Brien,Ireland,5,13,1,0,38.46153846153847,0,0.0,0,0,0,0
GC Wilson,GC Wilson,Ireland,11,34,1,0,32.35294117647059,0,0.0,0,0,0,0
KJ O'Brien,KJ O'Brien,Ireland,10,17,2,0,58.82352941176471,5,23.0,0,0,2,4.6
SW Poynter,SW Poynter,Ireland,1,1,0,0,100.0,0,0.0,0,0,0,0
GH Dockrell,GH Dockrell,Ireland,0,0,0,0,0,9,28.0,4,0,3,3.111111111111111
BJ McCarthy,BJ McCarthy,Ireland,0,0,0,0,0,10,32.0,3,0,2,3.2
WB Rankin,WB Rankin,Ireland,0,0,0,0,0,10,41.0,1,0,2,4.1
TJ Murtagh,TJ Murtagh,Ireland,0,0,0,0,0,10,27.0,1,0,0,2.7
