,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
HK Matthews,HK Matthews,West Indies,18,14,3,0,128.57142857142858,7,44.0,0,0,1,6.285714285714286
Kycia A Knight,Kycia A Knight,West Indies,16,25,1,0,64.0,0,0.0,0,0,0,0
SR Taylor,SR Taylor,West Indies,86,112,4,1,76.78571428571429,3,25.0,0,0,0,8.333333333333334
CN Nation,CN Nation,West Indies,35,58,5,0,60.3448275862069,0,0.0,0,0,0,0
DJS Dottin,DJS Dottin,West Indies,10,14,1,0,71.42857142857143,4,14.0,0,0,0,3.5
Kyshona A Knight,Kyshona A Knight,West Indies,9,14,1,0,64.28571428571429,0,0.0,0,0,0,0
MR Aguilleira,MR Aguilleira,West Indies,0,4,0,0,0.0,0,0.0,0,0,0,0
B Cooper,B Cooper,West Indies,0,8,0,0,0.0,0,0.0,0,0,0,0
ASS Fletcher,ASS Fletcher,West Indies,11,16,1,0,68.75,8,47.0,2,0,1,5.875
TD Smartt,TD Smartt,West Indies,6,17,0,0,35.294117647058826,4,26.0,0,0,0,6.5
SS Connell,SS Connell,West Indies,0,7,0,0,0.0,5,39.0,0,0,0,7.8
SFM Devine,SFM Devine,New Zealand,80,91,6,0,87.91208791208791,6,25.0,1,0,0,4.166666666666667
SW Bates,SW Bates,New Zealand,101,88,13,0,114.77272727272727,0,0.0,0,0,0,0
AE Satterthwaite,AE Satterthwaite,New Zealand,3,5,0,0,60.0,0,0.0,0,0,0,0
KJ Martin,KJ Martin,New Zealand,4,2,1,0,200.0,0,0.0,0,0,0,0
ML Green,ML Green,New Zealand,0,0,0,0,0,0,0.0,0,0,0,0
LR Down,LR Down,New Zealand,0,0,0,0,0,0,0.0,0,0,0,0
KE Broadmore,KE Broadmore,New Zealand,0,0,0,0,0,3,11.0,0,0,0,3.6666666666666665
LM Kasperek,LM Kasperek,New Zealand,0,0,0,0,0,10,44.0,4,0,1,4.4
AM Peterson,AM Peterson,New Zealand,0,0,0,0,0,10,36.0,1,0,0,3.6
LMM Tahuhu,LMM Tahuhu,New Zealand,0,0,0,0,0,9,42.0,3,0,1,4.666666666666667
HR Huddleston,HR Huddleston,New Zealand,0,0,0,0,0,10,35.0,1,0,0,3.5
