,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
CM Edwards,CM Edwards,England,12,12,2,0,100.0,0,0.0,0,0,0,0
LA Marsh,LA Marsh,England,0,10,0,0,0.0,4,19.0,0,0,0,4.75
SJ Taylor,SJ Taylor,England,31,26,4,0,119.23076923076923,0,0.0,0,0,0,0
A Brindle,A Brindle,England,31,42,2,0,73.80952380952381,0,0.0,0,0,0,0
DN Wyatt,DN Wyatt,England,9,7,1,0,128.57142857142858,4,26.0,2,0,0,6.5
JL Gunn,JL Gunn,England,0,0,0,0,0,0,0.0,0,0,0,0
TT Beaumont,TT Beaumont,England,0,0,0,0,0,0,0.0,0,0,0,0
SE Rowe,SE Rowe,England,0,0,0,0,0,0,0.0,0,0,0,0
KH Brunt,KH Brunt,England,0,0,0,0,0,4,22.0,0,0,5,5.5
HL Colvin,HL Colvin,England,0,0,0,0,0,4,7.0,1,0,0,1.75
A Shrubsole,A Shrubsole,England,0,0,0,0,0,4,12.0,4,0,0,3.0
Nida Dar,Nida Dar,Pakistan,6,12,0,0,50.0,3,16.0,0,0,0,5.333333333333333
Qanita Jalil,Qanita Jalil,Pakistan,0,4,0,0,0.0,4,19.0,2,0,1,4.75
Sana Mir,Sana Mir,Pakistan,7,14,1,0,50.0,2,14.0,0,0,2,7.0
Nain Abidi,Nain Abidi,Pakistan,21,32,2,0,65.625,0,0.0,0,0,0,0
Bismah Maroof,Bismah Maroof,Pakistan,1,7,0,0,14.285714285714285,1,6.0,0,0,1,6.0
Javeria Khan,Javeria Khan,Pakistan,8,18,1,0,44.44444444444444,0,0.0,0,0,0,0
Asmavia Iqbal,Asmavia Iqbal,Pakistan,12,13,0,1,92.3076923076923,2,18.0,0,1,1,9.0
Marina Iqbal,Marina Iqbal,Pakistan,19,12,3,0,158.33333333333331,0,0.0,0,0,0,0
Nahida Khan,Nahida Khan,Pakistan,6,9,0,0,66.66666666666666,0,0.0,0,0,0,0
Batool Fatima,Batool Fatima,Pakistan,0,0,0,0,0,0,0.0,0,0,0,0
Sadia Yousuf,Sadia Yousuf,Pakistan,0,0,0,0,0,4,17.0,1,0,0,4.25
