,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
JP Inglis,JP Inglis,Perth Scorchers,4,11,0,0,36.36363636363637,0,0.0,0,0,0,0
C Munro,C Munro,Perth Scorchers,25,22,2,1,113.63636363636364,0,0.0,0,0,0,0
JM Clarke,JM Clarke,Perth Scorchers,0,2,0,0,0.0,0,0.0,0,0,0,0
MR Marsh,MR Marsh,Perth Scorchers,52,41,1,3,126.82926829268293,0,0.0,0,0,0,0
AJ Turner,AJ Turner,Perth Scorchers,23,14,2,1,164.28571428571428,0,0.0,0,0,0,0
JA Richardson,JA Richardson,Perth Scorchers,5,4,1,0,125.0,4,31.0,0,0,1,7.75
CT Bancroft,CT Bancroft,Perth Scorchers,34,26,2,0,130.76923076923077,0,0.0,0,0,0,0
AM Hardie,AM Hardie,Perth Scorchers,0,0,0,0,0,4,33.0,1,0,2,8.25
AJ Tye,AJ Tye,Perth Scorchers,0,0,0,0,0,4,25.0,0,0,4,6.25
JP Behrendorff,JP Behrendorff,Perth Scorchers,0,0,0,0,0,4,32.0,1,0,1,8.0
Fawad Ahmed,Fawad Ahmed,Perth Scorchers,0,0,0,0,0,4,34.0,1,0,0,8.5
UT Khawaja,UT Khawaja,Sydney Thunder,21,25,3,0,84.0,0,0.0,0,0,0,0
AD Hales,AD Hales,Sydney Thunder,0,1,0,0,0.0,0,0.0,0,0,0,0
CJ Ferguson,CJ Ferguson,Sydney Thunder,61,53,7,1,115.09433962264151,0,0.0,0,0,0,0
O Davies,O Davies,Sydney Thunder,36,22,1,3,163.63636363636365,0,0.0,0,0,0,0
BCJ Cutting,BCJ Cutting,Sydney Thunder,29,16,4,1,181.25,3,16.0,1,0,0,5.333333333333333
BJ Holt,BJ Holt,Sydney Thunder,0,0,0,0,0,0,0.0,0,0,0,0
DR Sams,DR Sams,Sydney Thunder,0,0,0,0,0,4,40.0,1,0,1,10.0
CJ Green,CJ Green,Sydney Thunder,0,0,0,0,0,1,7.0,0,0,0,7.0
N McAndrew,N McAndrew,Sydney Thunder,0,0,0,0,0,4,29.0,2,0,0,7.25
AF Milne,AF Milne,Sydney Thunder,0,0,0,0,0,4,17.0,0,0,1,4.25
T Sangha,T Sangha,Sydney Thunder,0,0,0,0,0,4,36.0,1,0,0,9.0
