,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
NK Patel,NK Patel,Kenya,0,4,0,0,0.0,0,0.0,0,0,0,0
IA Karim,IA Karim,Kenya,2,5,0,0,40.0,0,0.0,0,0,0,0
NN Odhiambo,NN Odhiambo,Kenya,5,5,1,0,100.0,1,11.0,0,1,0,11.0
CO Obuya,CO Obuya,Kenya,33,44,4,0,75.0,0,0.0,0,0,0,0
MA Ouma,MA Ouma,Kenya,16,22,0,0,72.72727272727273,0,0.0,0,0,0,0
RR Patel,RR Patel,Kenya,11,11,0,1,100.0,1,17.0,2,0,0,17.0
NM Odhiambo,NM Odhiambo,Kenya,20,20,2,0,100.0,2,31.0,1,0,1,15.5
SO Ngoche,SO Ngoche,Kenya,1,2,0,0,50.0,3,19.0,3,0,2,6.333333333333333
LN Oluoch,LN Oluoch,Kenya,0,2,0,0,0.0,0,0.0,0,0,0,0
E Ochieng,E Ochieng,Kenya,3,5,0,0,60.0,0,0.0,0,0,0,0
E Otieno,E Otieno,Kenya,1,1,0,0,100.0,2,18.0,0,0,0,9.0
SJ Myburgh,SJ Myburgh,Netherlands,2,3,0,0,66.66666666666666,0,0.0,0,0,0,0
W Barresi,W Barresi,Netherlands,28,18,5,0,155.55555555555557,0,0.0,0,0,0,0
BN Cooper,BN Cooper,Netherlands,59,24,8,3,245.83333333333334,0,0.0,0,0,0,0
RE van der Merwe,RE van der Merwe,Netherlands,2,2,0,0,100.0,4,12.0,1,0,0,3.0
PW Borren,PW Borren,Netherlands,0,0,0,0,0,1,5.0,0,0,0,5.0
MP O'Dowd,MP O'Dowd,Netherlands,0,1,0,0,0.0,0,0.0,0,0,0,0
MR Swart,MR Swart,Netherlands,1,3,0,0,33.33333333333333,3,22.0,2,0,1,7.333333333333333
PM Seelaar,PM Seelaar,Netherlands,0,1,0,0,0.0,1,7.0,0,0,0,7.0
Mudassar Bukhari,Mudassar Bukhari,Netherlands,0,0,0,0,0,3,14.0,1,0,1,4.666666666666667
MJG Rippon,MJG Rippon,Netherlands,0,0,0,0,0,4,22.0,2,0,0,5.5
T van der Gugten,T van der Gugten,Netherlands,0,0,0,0,0,4,13.0,4,0,0,3.25
