,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
Hazratullah,Hazratullah,Afghanistan,50,59,7,2,84.7457627118644,0,0.0,0,0,0,0
Ibrahim Zadran,Ibrahim Zadran,Afghanistan,2,9,0,0,22.22222222222222,0,0.0,0,0,0,0
Rahmat Shah,Rahmat Shah,Afghanistan,10,17,0,1,58.82352941176471,0,0.0,0,0,0,0
Ikram Alikhil,Ikram Alikhil,Afghanistan,9,29,0,0,31.03448275862069,0,0.0,0,0,0,0
Asghar Stanikzai,Asghar Stanikzai,Afghanistan,86,85,3,6,101.17647058823529,0,0.0,0,0,0,0
Najibullah Zadran,Najibullah Zadran,Afghanistan,30,32,4,0,93.75,0,0.0,0,0,0,0
Mohammad Nabi,Mohammad Nabi,Afghanistan,50,66,3,1,75.75757575757575,10,47.0,1,0,0,4.7
Rashid Khan,Rashid Khan,Afghanistan,0,3,0,0,0.0,10,46.0,1,0,0,4.6
Sharafuddin Ashraf,Sharafuddin Ashraf,Afghanistan,0,0,0,0,0,10,57.0,1,0,0,5.7
Mujeeb Ur Rahman,Mujeeb Ur Rahman,Afghanistan,0,0,0,0,0,10,49.0,2,0,1,4.9
Yamin Ahmadzai,Yamin Ahmadzai,Afghanistan,0,0,0,0,0,9,49.0,0,0,3,5.444444444444445
SD Hope,SD Hope,West Indies,109,145,8,3,75.17241379310344,0,0.0,0,0,0,0
E Lewis,E Lewis,West Indies,1,4,0,0,25.0,0,0.0,0,0,0,0
SO Hetmyer,SO Hetmyer,West Indies,0,3,0,0,0.0,0,0.0,0,0,0,0
BA King,BA King,West Indies,39,56,5,1,69.64285714285714,0,0.0,0,0,0,0
N Pooran,N Pooran,West Indies,21,26,1,1,80.76923076923077,0,0.0,0,0,0,0
KA Pollard,KA Pollard,West Indies,32,26,1,2,123.07692307692308,5,20.0,0,0,1,4.0
RL Chase,RL Chase,West Indies,42,32,3,0,131.25,10,24.0,1,0,0,2.4
KMA Paul,KMA Paul,West Indies,0,0,0,0,0,10,44.0,3,0,3,4.4
R Shepherd,R Shepherd,West Indies,0,0,0,0,0,9,47.0,1,0,3,5.222222222222222
AS Joseph,AS Joseph,West Indies,0,0,0,0,0,9,59.0,2,0,1,6.555555555555555
HR Walsh,HR Walsh,West Indies,0,0,0,0,0,7,51.0,0,0,0,7.285714285714286
