,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
AHT Donald,AHT Donald,Glamorgan,8,7,1,0,114.28571428571428,0,0.0,0,0,0,0
JA Rudolph,JA Rudolph,Glamorgan,51,47,4,1,108.51063829787233,0,0.0,0,0,0,0
CA Ingram,CA Ingram,Glamorgan,18,10,2,1,180.0,4,18.0,1,0,0,4.5
DA Miller,DA Miller,Glamorgan,50,33,4,3,151.5151515151515,0,0.0,0,0,0,0
CB Cooke,CB Cooke,Glamorgan,6,7,0,0,85.71428571428571,0,0.0,0,0,0,0
GG Wagg,GG Wagg,Glamorgan,17,10,2,0,170.0,4,42.0,1,0,1,10.5
CAJ Meschede,CAJ Meschede,Glamorgan,14,8,2,0,175.0,2,21.0,1,0,3,10.5
M de Lange,M de Lange,Glamorgan,0,0,0,0,0,4,21.0,1,1,0,5.25
AG Salter,AG Salter,Glamorgan,0,0,0,0,0,0,0.0,0,0,0,0
T van der Gugten,T van der Gugten,Glamorgan,0,0,0,0,0,2,23.0,1,0,0,11.5
MG Hogan,MG Hogan,Glamorgan,0,0,0,0,0,4,25.0,2,0,0,6.25
M Klinger,M Klinger,Gloucestershire,52,35,2,4,148.57142857142858,0,0.0,0,0,0,0
P Mustard,P Mustard,Gloucestershire,2,9,0,0,22.22222222222222,0,0.0,0,0,0,0
IA Cockbain,IA Cockbain,Gloucestershire,25,16,3,1,156.25,0,0.0,0,0,0,0
GT Hankins,GT Hankins,Gloucestershire,0,3,0,0,0.0,0,0.0,0,0,0,0
BAC Howell,BAC Howell,Gloucestershire,27,33,0,0,81.81818181818183,4,36.0,0,0,2,9.0
JMR Taylor,JMR Taylor,Gloucestershire,16,10,1,1,160.0,1,15.0,0,0,0,15.0
NLTC Perera,NLTC Perera,Gloucestershire,2,3,0,0,66.66666666666666,4,25.0,2,0,1,6.25
K Noema-Barnett,K Noema-Barnett,Gloucestershire,18,12,0,1,150.0,4,34.0,1,1,1,8.5
MD Taylor,MD Taylor,Gloucestershire,1,1,0,0,100.0,3,28.0,0,0,0,9.333333333333334
TMJ Smith,TMJ Smith,Gloucestershire,0,0,0,0,0,0,0.0,0,0,0,0
DA Payne,DA Payne,Gloucestershire,0,0,0,0,0,4,35.0,2,0,2,8.75
