,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
RG Sharma,RG Sharma,India,20,18,0,2,111.11111111111111,0,0.0,0,0,0,0
S Dhawan,S Dhawan,India,9,12,1,0,75.0,0,0.0,0,0,0,0
V Kohli,V Kohli,India,121,125,9,2,96.8,0,0.0,0,0,0,0
KM Jadhav,KM Jadhav,India,12,25,1,0,48.0,0,0.0,0,0,0,0
KD Karthik,KD Karthik,India,37,47,4,0,78.72340425531915,0,0.0,0,0,0,0
MS Dhoni,MS Dhoni,India,25,42,2,0,59.523809523809526,0,0.0,0,0,0,0
HH Pandya,HH Pandya,India,16,16,1,1,100.0,10,46.0,1,0,2,4.6
B Kumar,B Kumar,India,26,15,2,2,173.33333333333334,10,56.0,1,0,2,5.6
Kuldeep Yadav,Kuldeep Yadav,India,0,0,0,0,0,10,64.0,1,0,0,6.4
JJ Bumrah,JJ Bumrah,India,0,0,0,0,0,9,56.0,1,0,1,6.222222222222222
YS Chahal,YS Chahal,India,0,0,0,0,0,10,51.0,0,0,0,5.1
MJ Guptill,MJ Guptill,New Zealand,32,48,5,0,66.66666666666666,0,0.0,0,0,0,0
C Munro,C Munro,New Zealand,28,35,3,1,80.0,7,38.0,0,0,1,5.428571428571429
KS Williamson,KS Williamson,New Zealand,6,8,0,0,75.0,0,0.0,0,0,0,0
LRPL Taylor,LRPL Taylor,New Zealand,95,100,8,0,95.0,0,0.0,0,0,0,0
TWM Latham,TWM Latham,New Zealand,103,102,8,2,100.98039215686273,0,0.0,0,0,0,0
HM Nicholls,HM Nicholls,New Zealand,4,1,1,0,400.0,0,0.0,0,0,0,0
C de Grandhomme,C de Grandhomme,New Zealand,0,0,0,0,0,4,27.0,0,0,1,6.75
MJ Santner,MJ Santner,New Zealand,0,0,0,0,0,10,41.0,1,0,3,4.1
AF Milne,AF Milne,New Zealand,0,0,0,0,0,9,62.0,0,0,3,6.888888888888889
TG Southee,TG Southee,New Zealand,0,0,0,0,0,10,73.0,3,0,0,7.3
TA Boult,TA Boult,New Zealand,0,0,0,0,0,10,35.0,4,0,2,3.5
