,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
DKH Mitchell,DKH Mitchell,Worcestershire,36,19,6,0,189.4736842105263,3,25.0,1,0,0,8.333333333333334
RK Oliver,RK Oliver,Worcestershire,8,7,1,0,114.28571428571428,0,0.0,0,0,0,0
T Kohler-Cadmore,T Kohler-Cadmore,Worcestershire,22,24,1,1,91.66666666666666,0,0.0,0,0,0,0
C Munro,C Munro,Worcestershire,16,9,3,0,177.77777777777777,0,0.0,0,0,0,0
RA Whiteley,RA Whiteley,Worcestershire,84,39,2,9,215.3846153846154,0,0.0,0,0,0,0
OB Cox,OB Cox,Worcestershire,29,23,2,1,126.08695652173914,0,0.0,0,0,0,0
J Leach,J Leach,Worcestershire,0,0,0,0,0,4,22.0,2,0,0,5.5
BL D'Oliveira,BL D'Oliveira,Worcestershire,0,0,0,0,0,1,16.0,0,0,0,16.0
SH Choudhry,SH Choudhry,Worcestershire,0,0,0,0,0,4,41.0,1,0,0,10.25
JD Shantry,JD Shantry,Worcestershire,0,0,0,0,0,4,34.0,2,0,1,8.5
MJ McClenaghan,MJ McClenaghan,Worcestershire,0,0,0,0,0,4,42.0,1,0,0,10.5
WJ Durston,WJ Durston,Derbyshire,36,29,5,0,124.13793103448276,3,28.0,1,0,0,9.333333333333334
MJ North,MJ North,Derbyshire,18,15,3,0,120.0,3,21.0,1,0,1,7.0
GD Cross,GD Cross,Derbyshire,34,16,5,1,212.5,0,0.0,0,0,0,0
WL Madsen,WL Madsen,Derbyshire,40,21,4,2,190.47619047619045,0,0.0,0,0,0,0
BA Godleman,BA Godleman,Derbyshire,26,14,0,3,185.71428571428572,0,0.0,0,0,0,0
AL Hughes,AL Hughes,Derbyshire,3,4,0,0,75.0,0,0.0,0,0,0,0
TC Knight,TC Knight,Derbyshire,6,5,0,0,120.0,0,0.0,0,0,0,0
DJ Wainwright,DJ Wainwright,Derbyshire,7,7,1,0,100.0,3,28.0,0,0,1,9.333333333333334
GTG Cork,GTG Cork,Derbyshire,9,9,1,0,100.0,3,34.0,1,0,0,11.333333333333334
M Higginbottom,M Higginbottom,Derbyshire,0,0,0,0,0,4,36.0,0,0,1,9.0
BD Cotton,BD Cotton,Derbyshire,0,0,0,0,0,4,56.0,1,0,1,14.0
