,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
CH Gayle,CH Gayle,West Indies,10,18,1,0,55.55555555555556,6,38.0,2,0,1,6.333333333333333
E Lewis,E Lewis,West Indies,27,36,6,0,75.0,0,0.0,0,0,0,0
SD Hope,SD Hope,West Indies,23,33,0,1,69.6969696969697,0,0.0,0,0,0,0
MN Samuels,MN Samuels,West Indies,17,26,1,1,65.38461538461539,0,0.0,0,0,0,0
SO Hetmyer,SO Hetmyer,West Indies,38,51,3,0,74.50980392156863,0,0.0,0,0,0,0
JO Holder,JO Holder,West Indies,0,0,0,0,0,6,45.0,0,0,3,7.5
R Powell,R Powell,West Indies,44,75,1,2,58.666666666666664,0,0.0,0,0,0,0
CR Brathwaite,CR Brathwaite,West Indies,14,10,1,1,140.0,6,37.0,0,0,1,6.166666666666667
AR Nurse,AR Nurse,West Indies,26,29,3,0,89.65517241379311,10,31.0,0,0,1,3.1
KMA Paul,KMA Paul,West Indies,0,2,0,0,0.0,8,29.0,1,0,1,3.625
KAJ Roach,KAJ Roach,West Indies,0,1,0,0,0.0,5,24.0,0,0,0,4.8
Mohammad Shahzad,Mohammad Shahzad,Afghanistan,84,93,11,2,90.32258064516128,0,0.0,0,0,0,0
Gulbadin Naib,Gulbadin Naib,Afghanistan,14,28,3,0,50.0,5,28.0,2,0,0,5.6
Rahmat Shah,Rahmat Shah,Afghanistan,51,78,4,0,65.38461538461539,0,0.0,0,0,0,0
Samiullah Shenwari,Samiullah Shenwari,Afghanistan,20,34,1,0,58.82352941176471,0,0.0,0,0,0,0
Mohammad Nabi,Mohammad Nabi,Afghanistan,27,12,0,3,225.0,9,37.0,1,0,0,4.111111111111111
Asghar Stanikzai,Asghar Stanikzai,Afghanistan,0,0,0,0,0,0,0.0,0,0,0,0
Najibullah Zadran,Najibullah Zadran,Afghanistan,0,0,0,0,0,0,0.0,0,0,0,0
Rashid Khan,Rashid Khan,Afghanistan,0,0,0,0,0,9,42.0,1,0,0,4.666666666666667
Sharafuddin Ashraf,Sharafuddin Ashraf,Afghanistan,0,0,0,0,0,7,26.0,1,0,0,3.7142857142857144
Dawlat Zadran,Dawlat Zadran,Afghanistan,0,0,0,0,0,7,26.0,1,0,2,3.7142857142857144
Mujeeb Ur Rahman,Mujeeb Ur Rahman,Afghanistan,0,0,0,0,0,10,43.0,4,0,1,4.3
