,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
SFM Devine,SFM Devine,Adelaide Strikers,77,58,5,3,132.75862068965517,3,13.0,3,0,2,4.333333333333333
SW Bates,SW Bates,Adelaide Strikers,18,18,3,0,100.0,0,0.0,0,0,0,0
TM McGrath,TM McGrath,Adelaide Strikers,10,15,2,0,66.66666666666666,3,19.0,2,0,0,6.333333333333333
BE Patterson,BE Patterson,Adelaide Strikers,41,29,3,1,141.3793103448276,0,0.0,0,0,0,0
L Winfield,L Winfield,Adelaide Strikers,0,0,0,0,0,0,0.0,0,0,0,0
KM Mack,KM Mack,Adelaide Strikers,0,0,0,0,0,0,0.0,0,0,0,0
A Wellington,A Wellington,Adelaide Strikers,0,0,0,0,0,4,13.0,1,0,0,3.25
TJ McPharlin,TJ McPharlin,Adelaide Strikers,0,0,0,0,0,0,0.0,0,0,0,0
SJ Coyte,SJ Coyte,Adelaide Strikers,0,0,0,0,0,4,17.0,2,0,1,4.25
ML Schutt,ML Schutt,Adelaide Strikers,0,0,0,0,0,4,13.0,0,0,0,3.25
A Price,A Price,Adelaide Strikers,0,0,0,0,0,2,17.0,0,0,0,8.5
L Lee,L Lee,Melbourne Stars,6,7,1,0,85.71428571428571,0,0.0,0,0,0,0
EJ Villani,EJ Villani,Melbourne Stars,5,11,0,0,45.45454545454545,0,0.0,0,0,0,0
M du Preez,M du Preez,Melbourne Stars,5,9,0,0,55.55555555555556,0,0.0,0,0,0,0
A Sutherland,A Sutherland,Melbourne Stars,9,13,1,0,69.23076923076923,4,30.0,0,0,4,7.5
EA Osborne,EA Osborne,Melbourne Stars,14,16,1,0,87.5,3,37.0,0,0,0,12.333333333333334
KJ Martin,KJ Martin,Melbourne Stars,13,13,2,0,100.0,0,0.0,0,0,0,0
A King,A King,Melbourne Stars,9,25,0,0,36.0,4,31.0,1,0,0,7.75
NM Hancock,NM Hancock,Melbourne Stars,26,23,1,0,113.04347826086956,3,19.0,0,0,0,6.333333333333333
M Penna,M Penna,Melbourne Stars,0,1,0,0,0.0,1,7.0,0,0,0,7.0
HL Ferling,HL Ferling,Melbourne Stars,2,2,0,0,100.0,3,11.0,1,0,0,3.6666666666666665
KM Beams,KM Beams,Melbourne Stars,0,0,0,0,0,2,15.0,0,0,0,7.5
