,name,team,runs_scored,balls_played,fours,sixes,strike_rate,overs_deliverd,runs_given,wickets,no_balls,wides,economy
RS Bopara,RS Bopara,England,55,47,5,0,117.02127659574468,0,0.0,0,0,0,0
LJ Wright,LJ Wright,England,6,6,1,0,100.0,0,0.0,0,0,0,0
KP Pietersen,KP Pietersen,England,31,19,5,0,163.1578947368421,0,0.0,0,0,0,0
OA Shah,OA Shah,England,18,15,1,1,120.0,0,0.0,0,0,0,0
PD Collingwood,PD Collingwood,England,11,10,0,0,110.00000000000001,0,0.0,0,0,0,0
JS Foster,JS Foster,England,13,12,0,0,108.33333333333333,0,0.0,0,0,0,0
GP Swann,GP Swann,England,10,9,0,0,111.11111111111111,2,16.0,1,0,1,8.0
SCJ Broad,SCJ Broad,England,10,2,1,1,500.0,2,20.0,1,0,0,10.0
AU Rashid,AU Rashid,England,0,0,0,0,0,1,11.0,1,0,0,11.0
RJ Sidebottom,RJ Sidebottom,England,0,0,0,0,0,2,15.0,1,0,0,7.5
JM Anderson,JM Anderson,England,0,0,0,0,0,2,19.0,1,0,2,9.5
CH Gayle,CH Gayle,West Indies,15,8,3,0,187.5,4,25.0,1,0,0,6.25
ADS Fletcher,ADS Fletcher,West Indies,0,3,0,0,0.0,0,0.0,0,0,0,0
LMP Simmons,LMP Simmons,West Indies,0,1,0,0,0.0,1,14.0,1,0,1,14.0
DJ Bravo,DJ Bravo,West Indies,18,13,1,1,138.46153846153845,4,30.0,2,0,1,7.5
KA Pollard,KA Pollard,West Indies,9,6,0,1,150.0,1,10.0,1,0,0,10.0
S Chanderpaul,S Chanderpaul,West Indies,17,10,1,0,170.0,0,0.0,0,0,0,0
RR Sarwan,RR Sarwan,West Indies,19,9,3,0,211.11111111111111,0,0.0,0,0,0,0
D Ramdin,D Ramdin,West Indies,0,0,0,0,0,0,0.0,0,0,0,0
DJG Sammy,DJG Sammy,West Indies,0,0,0,0,0,4,24.0,0,0,0,6.0
JE Taylor,JE Taylor,West Indies,0,0,0,0,0,2,24.0,0,0,1,12.0
SJ Benn,SJ Benn,West Indies,0,0,0,0,0,4,30.0,1,0,0,7.5
