Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Marcus Stoinis,325012,not out ,147,79,13,8,186.08,0
Hilton Cartwright,557295,c Silk b Curran,59,40,6,3,147.5,0
Glenn Maxwell (c),325026,not out ,5,2,1,0,250.0,0
Josh Philippe †,1124282,c †Gotch b Worrall,6,4,1,0,150.0,1
Daniel Hughes,571761,c Worrall b Haris Rauf,20,13,2,1,153.85,1
James Vince,296597,c Maxwell b Hinchliffe,16,16,1,0,100.0,1
Moises Henriques (c),5961,c Larkin b Hinchliffe,41,25,4,2,164.0,1
Jordan Silk,437669,c Cartwright b Morris,32,31,1,0,103.23,1
Tom Curran,550235,st †Gotch b Lamichhane,3,5,0,0,60.0,1
Justin Avendano,1125715,c Haris Rauf b Hinchliffe,4,5,0,0,80.0,1
Ben Dwarshuis,679567,not out ,42,17,3,3,247.06,1
Jackson Bird,215152,not out ,6,4,1,0,150.0,1
