Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Imam-ul-Haq,568276,c †Hope b Cottrell,2,11,15,0,0,18.18,0
Fakhar Zaman,512191, b Russell,22,16,27,2,1,137.5,0
Babar Azam,348144,c †Hope b Thomas,22,33,47,2,0,66.67,0
Haris Sohail,318788,c †Hope b Russell,8,11,17,1,0,72.73,0
Sarfaraz Ahmed (c)†,227760,c †Hope b Holder,8,12,34,1,0,66.67,0
Mohammad Hafeez,41434,c Cottrell b Thomas,16,24,36,2,0,66.67,0
Imad Wasim,227758,c Gayle b Holder,1,3,6,0,0,33.33,0
Shadab Khan,922943,lbw b Thomas,0,1,3,0,0,0.0,0
Hasan Ali,681305,c Cottrell b Holder,1,4,6,0,0,25.0,0
Wahab Riaz,43590, b Thomas,18,11,19,1,2,163.64,0
Mohammad Amir,290948,not out ,3,6,13,0,0,50.0,0
Chris Gayle,51880,c Shadab Khan b Mohammad Amir,50,34,51,6,3,147.06,1
Shai Hope †,581379,c Mohammad Hafeez b Mohammad Amir,11,17,21,1,0,64.71,1
Darren Bravo,277472,c Babar Azam b Mohammad Amir,0,4,10,0,0,0.0,1
Nicholas Pooran,604302,not out ,34,19,35,4,2,178.95,1
Shimron Hetmyer,670025,not out ,7,8,13,0,0,87.5,1
