Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Tamim Iqbal,56194,c Shadab Khan b Russell,39,29,2,2,134.48,0
Kamran Akmal †,41028,c Walton b Patel,53,32,7,3,165.62,0
Dwayne Smith,53118,c & b Faheem Ashraf,30,21,1,2,142.86,0
Mohammad Hafeez,41434,not out ,30,22,3,0,136.36,0
Daren Sammy (c),53115, b Faheem Ashraf,9,6,2,0,150.0,0
Haris Sohail,318788,c Russell b Mohammad Sami,4,6,0,0,66.67,0
Wahab Riaz,43590, b Rumman Raees,7,4,1,0,175.0,0
Luke Ronchi †,7502,c Wahab Riaz b Umaid Asif,3,3,0,0,100.0,1
Chadwick Walton,315586,c Wahab Riaz b Umaid Asif,11,6,1,1,183.33,1
Asif Ali,494230,c Mohammad Hafeez b Umaid Asif,7,8,1,0,87.5,1
Iftikhar Ahmed,480603,c Tamim Iqbal b Jordan,9,15,1,0,60.0,1
Hussain Talat,628240,c †Kamran Akmal b Umaid Asif,2,3,0,0,66.67,1
Samit Patel,18632,c Sammy b Ibtisam Sheikh,23,24,2,0,95.83,1
Shadab Khan,922943,c & b Ibtisam Sheikh,2,4,0,0,50.0,1
Andre Russell,276298,c Mohammad Asghar b Ibtisam Sheikh,11,7,2,0,157.14,1
Faheem Ashraf,681117,not out ,54,30,6,2,180.0,1
Mohammad Sami,41324,c & b Wahab Riaz,6,10,0,0,60.0,1
Rumman Raees (c),448243,not out ,11,10,2,0,110.0,1
