Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Jason Roy,298438, b Sohail Khan,26,16,2,1,162.5,0
Brendon McCullum (c),37737, b Imad Wasim,0,2,0,0,0.0,0
Fakhar Zaman,512191,c Usman Shinwari b Usama Mir,56,36,5,3,155.56,0
Umar Akmal,317273,c Bopara b Usama Mir,25,16,3,1,156.25,0
Mohammad Rizwan †,323389,lbw b Sohail Khan,29,22,3,0,131.82,0
Grant Elliott,44956,c †Sangakkara b Mohammad Amir,17,18,1,0,94.44,0
Sunil Narine,230558,c Bopara b Mohammad Amir,13,6,1,1,216.67,0
Sohail Tanvir,43265,not out ,3,3,0,0,100.0,0
Mohammad Irfan,805925,run out (Pollard/Mohammad Amir),1,1,0,0,100.0,0
Babar Azam,348144,c Bilawal Bhatti b Mohammad Irfan,9,10,1,0,90.0,1
Chris Gayle,51880,c Umar Akmal b Narine,5,7,1,0,71.43,1
Kumar Sangakkara (c)†,50710, b Sohail Tanvir,65,45,8,1,144.44,1
Shoaib Malik,42657,c Sohail Tanvir b Bilawal Bhatti,39,30,0,2,130.0,1
Kieron Pollard,230559, b Narine,8,6,1,0,133.33,1
Ravi Bopara,10582,c Bilawal Bhatti b Sohail Tanvir,5,9,0,0,55.56,1
Imad Wasim,227758,run out (†Mohammad Rizwan),6,5,1,0,120.0,1
Sohail Khan,317252, b Mohammad Irfan,10,5,0,1,200.0,1
Mohammad Amir,290948,not out ,11,4,1,1,275.0,1
Usama Mir,647667,not out ,4,1,1,0,400.0,1
