Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Chris Gayle,51880,c Miller b Patel,73,32,4,8,228.12,0
Virat Kohli (c),253802,c Miller b Sandeep Sharma,113,50,12,8,226.0,0
AB de Villiers,44936, b Abbott,0,2,0,0,0.0,0
KL Rahul †,422108,not out ,16,6,3,0,266.67,0
Shane Watson,8180,not out ,1,2,0,0,50.0,0
Murali Vijay (c),237095, b Aravind,16,8,2,1,200.0,1
Hashim Amla,43906,c Jordan b Aravind,9,6,0,1,150.0,1
Wriddhiman Saha †,279810,lbw b Chahal,24,10,5,0,240.0,1
David Miller,321777,c de Villiers b Watson,3,6,0,0,50.0,1
Gurkeerat Singh Mann,537124,c Gayle b Chahal,18,18,2,0,100.0,1
Axar Patel,554691,c Kohli b Watson,13,9,1,1,144.44,1
Farhaan Behardien,44410,c de Villiers b Chahal,0,1,0,0,0.0,1
Kyle Abbott,297583,c de Villiers b Chahal,0,1,0,0,0.0,1
Mohit Sharma,537119,run out (Watson/Sachin Baby),14,12,2,0,116.67,1
KC Cariappa,777537,not out ,12,8,0,1,150.0,1
Sandeep Sharma,438362,not out ,5,5,0,0,100.0,1
