Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
George Worker,277911, b Cottrell,2,6,8,0,0,33.33,0
Colin Munro,232359,c Gayle b Holder,21,19,23,3,0,110.53,0
Neil Broom,36581,c Gayle b Cottrell,2,8,11,0,0,25.0,0
Ross Taylor,38699,not out ,47,54,82,6,0,87.04,0
Tom Latham (c)†,388802,st †SD Hope b Miller,37,42,66,5,0,88.1,0
Henry Nicholls,539511,not out ,18,9,12,3,0,200.0,0
Chris Gayle,51880,c Munro b Henry,4,6,3,1,0,66.67,1
Chadwick Walton,315586, b Boult,0,4,19,0,0,0.0,1
Shai Hope †,581379,c Taylor b Boult,2,4,3,0,0,50.0,1
Kyle Hope,443150,lbw b Henry,1,3,4,0,0,33.33,1
Jason Mohammed,230549, b Boult,1,5,5,0,0,20.0,1
Jason Holder (c),391485,c Broom b Santner,34,21,42,3,1,161.9,1
Rovman Powell,820351,c Ferguson b Santner,11,23,29,0,0,47.83,1
Ashley Nurse,315594, b Astle,1,7,4,0,0,14.29,1
Nikita Miller,52622,not out ,20,41,42,1,0,48.78,1
Sheldon Cottrell,495551,c Henry b Santner,3,4,12,0,0,75.0,1
Shannon Gabriel,446101,not out ,12,20,25,1,0,60.0,1
