Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Luke Ronchi †,7502,c Shoaib Malik b Mohammad Ilyas,32,16,6,1,200.0,0
Cameron Delport,322810,c Vince b Mohammad Ilyas,4,3,1,0,133.33,0
Sahibzada Farhan,647785,st †Umar Siddiq b Nauman Ali,4,8,0,0,50.0,0
Samit Patel,18632,c Vince b Shahid Afridi,20,27,3,0,74.07,0
Hussain Talat,628240, b Shahid Afridi,8,11,1,0,72.73,0
Wayne Parnell,265564,c & b Mohammad Irfan,5,8,0,0,62.5,0
Asif Ali,494230,c †Umar Siddiq b Christian,22,12,0,3,183.33,0
Shadab Khan (c),922943, b Nauman Ali,4,5,0,0,80.0,0
Faheem Ashraf,681117,not out ,16,10,1,1,160.0,0
Rumman Raees,448243,lbw b Christian,0,1,0,0,0.0,0
Muhammad Musa,1072472,c Shahid Afridi b Christian,2,5,0,0,40.0,0
Umar Siddiq †,598896,c Muhammad Musa b Rumman Raees,46,45,5,1,102.22,1
James Vince,296597,c Parnell b Patel,28,17,5,0,164.71,1
Johnson Charles,333066,lbw b Shadab Khan,4,3,1,0,133.33,1
Shoaib Malik (c),42657,not out ,23,32,2,0,71.88,1
Laurie Evans,256956, b Muhammad Musa,1,4,0,0,25.0,1
Dan Christian,4864,not out ,16,9,1,1,177.78,1
