Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Kurtis Patterson,505110,c Bollinger b O'Keefe,8,10,1,0,80.0,0
Ryan Gibson,825211,c Billings b Dwarshuis,53,43,6,0,123.26,0
Eoin Morgan,24598,c †Haddin b Botha,26,19,3,1,136.84,0
Ben Rohrer (c),7547,c Roy b Mennie,2,5,0,0,40.0,0
Jake Doran †,605570,lbw b Mennie,0,2,0,0,0.0,0
Andre Russell,276298,c †Haddin b Bollinger,9,7,2,0,128.57,0
Chris Green,787073,c Hughes b Bollinger,0,2,0,0,0.0,0
Pat Cummins,489889,c Billings b Dwarshuis,30,20,0,3,150.0,0
Clint McKay,6903,not out ,14,11,1,1,127.27,0
Gurinder Sandhu,499660,not out ,1,1,0,0,100.0,0
Daniel Hughes,571761,not out ,54,49,5,1,110.2,1
Jason Roy,298438,c Cummins b Russell,27,18,4,1,150.0,1
Moises Henriques (c),5961,not out ,76,41,7,4,185.37,1
