Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Rohit Sharma,34102,c & b Rabada,5,13,19,1,0,38.46,0
Shikhar Dhawan,28235,c de Villiers b Morkel,109,105,163,10,2,103.81,0
Virat Kohli (c),253802,c Miller b Morris,75,83,119,7,1,90.36,0
Ajinkya Rahane,277916,c Rabada b Ngidi,8,15,30,1,0,53.33,0
Shreyas Iyer,642519,c Morris b Ngidi,18,21,39,2,0,85.71,0
MS Dhoni †,28081,not out ,42,43,66,3,1,97.67,0
Hardik Pandya,625371,c Markram b Rabada,9,13,17,1,0,69.23,0
Bhuvneshwar Kumar,326016,run out (Duminy/Morris),5,7,14,0,0,71.43,0
Kuldeep Yadav,559235,not out ,0,0,3,0,0,,0
Aiden Markram (c),600498,lbw b Bumrah,22,23,30,3,0,95.65,1
Hashim Amla,43906,c Kumar b Kuldeep Yadav,33,40,59,4,0,82.5,1
Jean-Paul Duminy,44932,lbw b Kuldeep Yadav,10,14,19,0,0,71.43,1
AB de Villiers,44936,c Sharma b Pandya,26,18,24,1,2,144.44,1
David Miller,321777,lbw b Chahal,39,28,51,4,2,139.29,1
Heinrich Klaasen †,436757,not out ,43,27,49,5,1,159.26,1
Andile Phehlukwayo,540316,not out ,23,5,11,1,3,460.0,1
