Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
David Warner (c),219889,not out ,70,54,98,7,2,129.63,0
Shikhar Dhawan,28235,c †Saha b MM Sharma,15,15,24,1,0,100.0,0
Moises Henriques,5961,st †Saha b Patel,9,16,19,0,0,56.25,0
Yuvraj Singh,36084,c †Saha b Patel,0,1,1,0,0,0.0,0
Naman Ojha †,32102,st †Saha b Cariappa,34,20,25,2,1,170.0,0
Deepak Hooda,497121,c Sandeep Sharma b MM Sharma,12,10,17,1,0,120.0,0
Mohammad Nabi,25913,c Miller b Sandeep Sharma,2,3,3,0,0,66.67,0
Rashid Khan,793463,not out ,6,1,3,0,1,600.0,0
Hashim Amla,43906,lbw b Kumar,0,1,1,0,0,0.0,1
Manan Vohra,532856,lbw b Kumar,95,50,91,9,5,190.0,1
Glenn Maxwell (c),325026,c Warner b Kumar,10,12,12,2,0,83.33,1
Eoin Morgan,24598, b Mohammad Nabi,13,17,27,0,1,76.47,1
David Miller,321777, b Rashid Khan,1,6,6,0,0,16.67,1
Wriddhiman Saha †,279810, b Rashid Khan,0,2,1,0,0,0.0,1
Axar Patel,554691,c Dhawan b Henriques,7,12,14,0,0,58.33,1
Mohit Sharma,537119,c Dhawan b Kumar,10,5,12,0,1,200.0,1
KC Cariappa,777537, b Kumar,1,5,9,0,0,20.0,1
Ishant Sharma,236779, b Kaul,2,5,10,0,0,40.0,1
Sandeep Sharma,438362,not out ,5,4,8,0,0,125.0,1
