Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Manan Vohra,532856,c †Karthik b Singh,2,4,5,0,0,50.0,0
Hashim Amla,43906,c & b Agarwal,65,40,56,9,2,162.5,0
Shaun Marsh,6683,c Raina b Tye,30,24,32,4,1,125.0,0
Glenn Maxwell (c),325026,lbw b Jadeja,31,18,19,1,3,172.22,0
Marcus Stoinis,325012,c McCullum b Tye,7,9,20,0,0,77.78,0
Axar Patel,554691,c Finch b Smith,34,17,23,3,2,200.0,0
Wriddhiman Saha †,279810,run out (Basil Thampi),10,5,10,0,1,200.0,0
Mohit Sharma,537119,not out ,4,3,5,0,0,133.33,0
Brendon McCullum,37737,lbw b Sandeep Sharma,6,6,4,1,0,100.0,1
Aaron Finch,5334,c Stoinis b Sharma,13,12,30,0,1,108.33,1
Suresh Raina (c),33335,c Maxwell b Patel,32,24,42,4,0,133.33,1
Dinesh Karthik †,30045,not out ,58,44,69,6,0,131.82,1
Ravindra Jadeja,234675,c & b Cariappa,9,7,12,1,0,128.57,1
Dwayne Smith,53118,c Stoinis b Patel,4,4,2,1,0,100.0,1
Akshdeep Nath,500360,lbw b Cariappa,0,1,2,0,0,0.0,1
Andrew Tye,459508, b Sandeep Sharma,22,12,15,2,1,183.33,1
Basil Thampi,732291,not out ,11,10,17,1,0,110.0,1
