Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Rohit Sharma,34102,c Hemraj b Nurse,162,137,20,4,118.25,0
Shikhar Dhawan,28235,c KOA Powell b Paul,38,40,4,2,95.0,0
Virat Kohli (c),253802,c †Hope b Roach,16,17,2,0,94.12,0
Ambati Rayudu,33141,run out (Allen),100,81,8,4,123.46,0
MS Dhoni †,28081,c Hemraj b Roach,23,15,2,0,153.33,0
Kedar Jadhav,290716,not out ,16,7,3,0,228.57,0
Ravindra Jadeja,234675,not out ,7,4,1,0,175.0,0
Chandrapaul Hemraj,530811,c Rayudu b Kumar,14,16,1,1,87.5,1
Kieran Powell,252932,run out (Kohli),4,12,1,0,33.33,1
Shai Hope †,581379,run out (Kuldeep Yadav),0,2,0,0,0.0,1
Marlon Samuels,52983,c Sharma b Ahmed,18,23,3,0,78.26,1
Shimron Hetmyer,670025,lbw b Ahmed,13,11,2,0,118.18,1
Rovman Powell,820351, b Ahmed,1,9,0,0,11.11,1
Jason Holder (c),391485,not out ,54,70,1,2,77.14,1
Fabian Allen,670013,c Sharma b Kuldeep Yadav,10,17,1,0,58.82,1
Ashley Nurse,315594,c Sharma b Kuldeep Yadav,8,13,1,0,61.54,1
Keemo Paul,677081,st †Dhoni b Jadeja,19,18,1,2,105.56,1
Kemar Roach,230553, b Kuldeep Yadav,6,27,0,0,22.22,1
