Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Martin Guptill,226492,c Mendis b Malinga,1,3,3,0,0,33.33,0
Colin Munro,232359,c Shanaka b Rajitha,16,7,20,2,1,228.57,0
Tim Seifert †,625964,c Sandakan b Rajitha,2,3,5,0,0,66.67,0
Henry Nicholls,539511, b Malinga,4,6,6,0,0,66.67,0
Ross Taylor,38699,c †Dickwella b NLTC Perera,33,37,53,2,1,89.19,0
Mitchell Santner,502714,c NLTC Perera b Sandakan,13,16,27,1,0,81.25,0
Doug Bracewell,362541,c de Silva b Rajitha,44,26,32,1,5,169.23,0
Scott Kuggeleijn,539548,not out ,35,15,23,1,4,233.33,0
Tim Southee (c),232364,not out ,13,8,11,0,1,162.5,0
Niroshan Dickwella †,429754,c †Seifert b Bracewell,18,10,21,2,1,180.0,1
Sadeera Samarawickrama,629076, b Ferguson,0,1,2,0,0,0.0,1
Kusal Perera,300631,c Bracewell b Kuggeleijn,23,12,13,3,1,191.67,1
Kusal Mendis,629074,c Kuggeleijn b Southee,17,19,31,0,0,89.47,1
Thisara Perera,233514,c Bracewell b Ferguson,43,24,39,2,3,179.17,1
Dhananjaya de Silva,465793, b Ferguson,10,12,16,1,0,83.33,1
Dasun Shanaka,437316,lbw b Sodhi,7,5,9,1,0,140.0,1
Kasun Rajitha,499594,c †Seifert b Sodhi,5,9,18,0,0,55.56,1
Lasith Malinga (c),49758,c Guptill b Santner,6,5,6,1,0,120.0,1
Lahiru Kumara,784375,c Kuggeleijn b Sodhi,4,2,2,1,0,200.0,1
Lakshan Sandakan,429738,not out ,1,2,2,0,0,50.0,1
