Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Rohit Sharma,34102,c Archer b Wood,15,17,22,2,0,88.24,0
KL Rahul,422108, b Wood,0,4,11,0,0,0.0,0
Ishan Kishan,720471,c †Buttler b Jordan,4,9,14,0,0,44.44,0
Virat Kohli (c),253802,not out ,77,46,80,8,4,167.39,0
Rishabh Pant †,931581,run out (†Buttler/Curran),25,20,28,3,0,125.0,0
Shreyas Iyer,642519,c Malan b Wood,9,9,13,1,0,100.0,0
Hardik Pandya,625371,c Archer b Jordan,17,15,33,0,2,113.33,0
Jason Roy,298438,c Sharma b Chahal,9,13,19,2,0,69.23,1
Jos Buttler †,308967,not out ,83,52,96,5,4,159.62,1
Dawid Malan,236489,st †Pant b Washington Sundar,18,17,32,0,1,105.88,1
Jonny Bairstow,297433,not out ,40,28,43,5,0,142.86,1
