Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Alastair Cook,11728,lbw b Morkel,88,200,300,10,0,44.0,0
Keaton Jennings,440780,c Elgar b Philander,0,9,17,0,0,0.0,0
Tom Westley,214265,c du Plessis b Morris,25,50,90,5,0,50.0,0
Joe Root (c),303669,c †de Kock b Philander,29,56,71,4,0,51.79,0
Dawid Malan,236489, b Rabada,1,17,29,0,0,5.88,0
Ben Stokes,311158,c Rabada b Morkel,112,153,276,9,4,73.2,0
Jonny Bairstow †,297433,c du Plessis b Rabada,36,52,76,6,0,69.23,0
Moeen Ali,8917,c †de Kock b Morkel,16,40,41,1,0,40.0,0
Toby Roland-Jones,370535,lbw b Maharaj,25,25,35,4,1,100.0,0
Stuart Broad,10617,c Amla b Rabada,3,13,16,0,0,23.08,0
James Anderson,8608,not out ,1,5,13,0,0,20.0,0
Dean Elgar,230852,c †Bairstow b Roland-Jones,8,33,38,1,0,24.24,1
Heino Kuhn,45955,lbw b Roland-Jones,15,24,50,3,0,62.5,1
Hashim Amla,43906,c †Bairstow b Roland-Jones,6,15,24,1,0,40.0,1
Quinton de Kock †,379143,c Stokes b Roland-Jones,17,21,30,3,0,80.95,1
Faf du Plessis (c),44828,lbw b Anderson,1,7,24,0,0,14.29,1
Temba Bavuma,372116,c †Bairstow b Roland-Jones,52,120,197,8,0,43.33,1
Chris Morris,439952,c & b Anderson,2,27,26,0,0,7.41,1
Keshav Maharaj,267724,c Cook b Stokes,5,8,12,0,0,62.5,1
Kagiso Rabada,550215, b Broad,30,49,58,4,0,61.22,1
Morne Morkel,46538,c Cook b Anderson,17,39,74,3,0,43.59,1
Vernon Philander,46945,not out ,10,11,17,2,0,90.91,1
Alastair Cook,11728, b Morkel,7,29,38,1,0,24.14,2
Keaton Jennings,440780,c Morris b Rabada,48,78,114,9,0,61.54,2
Tom Westley,214265,st †de Kock b Maharaj,59,141,201,11,0,41.84,2
Joe Root (c),303669,c Morkel b Maharaj,50,94,131,6,0,53.19,2
Dawid Malan,236489,lbw b Morris,10,18,34,2,0,55.56,2
Ben Stokes,311158, b Morris,31,38,65,2,1,81.58,2
Jonny Bairstow †,297433,c Rabada b Maharaj,63,58,72,6,1,108.62,2
Moeen Ali,8917,run out (Bavuma),8,4,11,1,0,200.0,2
Toby Roland-Jones,370535,not out ,23,19,24,0,2,121.05,2
Heino Kuhn,45955, b Broad,11,17,23,2,0,64.71,3
Dean Elgar,230852,c Stokes b Ali,136,228,332,20,0,59.65,3
Hashim Amla,43906,c Root b Roland-Jones,5,37,49,0,0,13.51,3
Quinton de Kock †,379143, b Stokes,5,6,5,1,0,83.33,3
Faf du Plessis (c),44828,lbw b Stokes,0,1,3,0,0,0.0,3
Temba Bavuma,372116,lbw b Roland-Jones,32,97,144,2,0,32.99,3
Vernon Philander,46945,lbw b Roland-Jones,0,1,2,0,0,0.0,3
Chris Morris,439952,c Stokes b Ali,24,52,64,4,0,46.15,3
Keshav Maharaj,267724,not out ,24,26,47,5,0,92.31,3
Kagiso Rabada,550215,c Stokes b Ali,0,1,1,0,0,0.0,3
Morne Morkel,46538,lbw b Ali,0,1,6,0,0,0.0,3
