Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Tom Latham,388802, b Roach,86,184,268,12,1,46.73,0
Will Young,547749,lbw b Gabriel,5,11,21,1,0,45.45,0
Kane Williamson (c),277906,c Chase b Joseph,251,412,624,34,2,60.92,0
Ross Taylor,38699,c †Brooks b Gabriel,38,68,111,6,0,55.88,0
Henry Nicholls,539511,c Holder b Roach,7,33,49,1,0,21.21,0
Tom Blundell †,440516,lbw b Gabriel,14,63,91,2,0,22.22,0
Daryl Mitchell,381743,c Holder b Roach,9,37,61,1,0,24.32,0
Kyle Jamieson,625960,not out ,51,64,76,5,2,79.68,0
Tim Southee,232364,not out ,11,10,12,0,1,110.00,0
Kraigg Brathwaite,348024,c †Blundell b Boult,21,92,131,1,0,22.82,1
John Campbell,348026,c Williamson b Southee,26,73,117,2,1,35.61,1
Shamarh Brooks,230555,c Taylor b Southee,1,7,8,0,0,14.28,1
Darren Bravo,277472, b Jamieson,9,35,50,0,0,25.71,1
Roston Chase,391832,lbw b Wagner,11,29,50,2,0,37.93,1
Jermaine Blackwood,431909,c Latham b Southee,23,48,73,3,0,47.91,1
Jason Holder (c),391485,not out ,25,73,113,3,0,34.24,1
Alzarri Joseph,670031,c Mitchell b Southee,0,3,2,0,0,0.00,1
Kemar Roach,230553, b Jamieson,2,18,30,0,0,11.11,1
Shannon Gabriel,446101,lbw b Wagner,1,9,11,0,0,11.11,1
Shane Dowrich †,431905,absent hurt,-,-,-,-,-,0.00,1
Kraigg Brathwaite,348024,c †Blundell b Southee,10,23,40,1,0,43.47,2
John Campbell,348026,c Latham b Boult,2,3,9,0,0,66.66,2
Darren Bravo,277472,c Southee b Wagner,12,19,25,3,0,63.15,2
Shamarh Brooks,230555,c sub (DP Conway) b Wagner,2,4,4,0,0,50.00,2
Roston Chase,391832,lbw b Jamieson,6,19,35,1,0,31.57,2
Jermaine Blackwood,431909,c Southee b Wagner,104,141,239,11,2,73.75,2
Jason Holder (c),391485,lbw b Mitchell,8,15,32,1,0,53.33,2
Alzarri Joseph,670031,c sub (MJ Santner) b Jamieson,86,125,167,9,3,68.80,2
Kemar Roach,230553,not out ,0,2,9,0,0,0.00,2
Shannon Gabriel,446101, b Wagner,0,4,3,0,0,0.00,2
Shane Dowrich †,431905,absent hurt,-,-,-,-,-,0.00,2
