Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Saurabh Tiwary,35390,run out (Yadav),52,43,77,9,0,120.93,0
Lendl Simmons,53116,c Narine b Boult,0,5,11,0,0,0.0,0
Rohit Sharma (c),34102,lbw b Rajpoot,27,21,27,4,1,128.57,0
Ambati Rayudu †,33141,st †Uthappa b Kuldeep Yadav,63,37,50,6,3,170.27,0
Kieron Pollard,230559,c Pathan b Boult,13,11,18,0,1,118.18,0
Hardik Pandya,625371,not out ,1,2,8,0,0,50.0,0
Krunal Pandya,471342,not out ,0,1,2,0,0,0.0,0
Sunil Narine,230558,c HH Pandya b Southee,0,4,4,0,0,0.0,1
Chris Lynn,326637,c sub (J Suchith) b Vinay Kumar,26,14,33,3,2,185.71,1
Gautam Gambhir (c),28763,c KV Sharma b Johnson,21,16,18,3,1,131.25,1
Robin Uthappa †,35582,c RG Sharma b KV Sharma,2,4,5,0,0,50.0,1
Manish Pandey,290630,c sub (J Suchith) b HH Pandya,33,33,58,2,0,100.0,1
Yusuf Pathan,32498,c HH Pandya b Vinay Kumar,20,7,14,0,3,285.71,1
Colin de Grandhomme,55395, b HH Pandya,29,16,21,4,1,181.25,1
Kuldeep Yadav,559235,c †Rayudu b Southee,16,15,24,2,0,106.67,1
Umesh Yadav,376116,not out ,4,4,14,0,0,100.0,1
Trent Boult,277912,not out ,5,8,7,0,0,62.5,1
