Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Alex Carey †,326434,run out (Henriques/†Philippe),1,3,0,0,33.33,0
Jake Weatherald,781285,c Dwarshuis b O'Keefe,50,40,4,2,125.0,0
Colin Ingram (c),45705,c Henriques b Abbott,15,12,1,1,125.0,0
Matthew Short,605575, b Curran,16,19,1,0,84.21,0
Jonathan Wells,233680,not out ,42,29,3,1,144.83,0
Michael Neser,376169,lbw b O'Keefe,3,4,0,0,75.0,0
Cameron Valente,605576,not out ,17,13,0,1,130.77,0
Joe Denly,12454,not out ,76,60,8,1,126.67,1
Justin Avendano,1125715,c †Carey b Neser,0,3,0,0,0.0,1
Daniel Hughes,571761, b O'Connor,24,17,4,0,141.18,1
Moises Henriques (c),5961,st †Carey b Rashid Khan,16,13,2,0,123.08,1
Jordan Silk,437669,c Short b Rashid Khan,1,2,0,0,50.0,1
Josh Philippe †,1124282,not out ,30,15,3,1,200.0,1
