Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Fakhar Zaman,512191,c Sodhi b de Grandhomme,50,28,46,5,3,178.57,0
Ahmed Shehzad,259410,c de Grandhomme b Rance,44,34,42,6,1,129.41,0
Babar Azam,348144,not out ,50,29,45,5,1,172.41,0
Sarfaraz Ahmed (c)†,227760,c Munro b Wheeler,41,24,35,2,3,170.83,0
Faheem Ashraf,681117,c Santner b Wheeler,0,1,2,0,0,0.0,0
Hasan Ali,681305,not out ,6,4,5,1,0,150.0,0
Martin Guptill,226492,c Umar Amin b Shadab Khan,26,27,33,1,1,96.3,1
Colin Munro,232359,lbw b Mohammad Amir,1,2,14,0,0,50.0,1
Kane Williamson (c),277906,c Haris Sohail b Rumman Raees,0,1,3,0,0,0.0,1
Tom Bruce,707113,run out (Haris Sohail),11,8,11,1,1,137.5,1
Glenn Phillips †,823509,c Haris Sohail b Faheem Ashraf,5,9,11,0,0,55.56,1
Colin de Grandhomme,55395,st †Sarfraz Ahmed b Shadab Khan,10,3,9,1,1,333.33,1
Mitchell Santner,502714,c †Sarfraz Ahmed b Mohammad Amir,37,28,43,4,0,132.14,1
Ben Wheeler,440523, b Hasan Ali,30,20,25,2,2,150.0,1
Ish Sodhi,559066,c Babar Azam b Faheem Ashraf,15,12,19,1,1,125.0,1
Seth Rance,395057,c Fakhar Zaman b Faheem Ashraf,1,2,3,0,0,50.0,1
Trent Boult,277912,not out ,0,0,2,0,0,,1
