Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
KL Rahul †,422108,c Santner b Bennett,45,33,4,2,136.36,0
Sanju Samson,425943,c Santner b Kuggeleijn,2,5,0,0,40.0,0
Rohit Sharma (c),34102,retired hurt ,60,41,3,3,146.34,0
Shreyas Iyer,642519,not out ,33,31,1,2,106.45,0
Shivam Dube,714451,c Bruce b Kuggeleijn,5,6,1,0,83.33,0
Manish Pandey,290630,not out ,11,4,1,1,275.0,0
Martin Guptill,226492,lbw b Bumrah,2,6,0,0,33.33,1
Colin Munro,232359, b Washington Sundar,15,6,2,1,250.0,1
Tim Seifert †,625964,c Samson b Saini,50,30,5,3,166.67,1
Tom Bruce,707113,run out (Samson/†Rahul),0,3,0,0,0.0,1
Ross Taylor,38699,c †Rahul b Saini,53,47,5,2,112.77,1
Daryl Mitchell,381743, b Bumrah,2,4,0,0,50.0,1
Mitchell Santner,502714,c Pandey b Thakur,6,7,0,0,85.71,1
Scott Kuggeleijn,539548,c Washington Sundar b Thakur,0,1,0,0,0.0,1
Tim Southee (c),232364, b Bumrah,6,5,1,0,120.0,1
Ish Sodhi,559066,not out ,16,10,0,2,160.0,1
Hamish Bennett,226493,not out ,1,2,0,0,50.0,1
