Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Daniel Hughes,571761,c & b Usman Qadir,36,29,5,0,124.14,0
Jack Edwards,1088610,c Green b Kelly,17,15,3,0,113.33,0
James Vince,296597,lbw b Kelly,28,25,3,0,112.0,0
Moises Henriques (c),5961,c & b Tye,38,21,4,2,180.95,0
Jordan Silk,437669,c Turner b Tye,13,14,0,0,92.86,0
Josh Philippe †,1124282,not out ,19,9,3,0,211.11,0
Tom Curran,550235,not out ,12,7,2,0,171.43,0
Cameron Bancroft,501011,not out ,87,61,8,1,142.62,1
Michael Klinger,6161,c O'Keefe b Dwarshuis,2,5,0,0,40.0,1
Sam Whiteman †,334394,c Abbott b Manenti,22,17,4,0,129.41,1
Ashton Turner (c),500268,c Silk b Abbott,60,30,4,3,200.0,1
Hilton Cartwright,557295,not out ,1,1,0,0,100.0,1
