Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Rory Burns,398778,c Cornwall b Chase,57,147,212,4,0,38.78,0
Dom Sibley,519082,lbw b Roach,0,5,5,0,0,0.0,0
Joe Root (c),303669,run out (Chase),17,59,92,0,0,28.81,0
Ben Stokes,311158, b Roach,20,43,58,2,0,46.51,0
Ollie Pope,887207, b Gabriel,91,150,227,11,0,60.67,0
Jos Buttler †,308967,c Holder b Gabriel,67,142,188,7,2,47.18,0
Chris Woakes,247235, b Roach,1,8,10,0,0,12.5,0
Dom Bess,646847,not out ,18,55,96,1,0,32.73,0
Jofra Archer,669855,c Holder b Roach,3,6,8,0,0,50.0,0
Stuart Broad,10617,c Blackwood b Chase,62,45,66,9,1,137.78,0
James Anderson,8608,c Cornwall b Holder,11,17,16,1,0,64.71,0
Kraigg Brathwaite,348024,c Root b Broad,1,10,9,0,0,10.0,1
John Campbell,348026,c Burns b Archer,32,50,82,3,0,64.0,1
Shai Hope,581379,c †Buttler b Anderson,17,64,102,2,0,26.56,1
Shamarh Brooks,230555,c †Buttler b Anderson,4,20,40,0,0,20.0,1
Roston Chase,391832,lbw b Broad,9,36,53,0,0,25.0,1
Jermaine Blackwood,431909, b Woakes,26,45,83,3,0,57.78,1
Jason Holder (c),391485,lbw b Broad,46,82,121,6,0,56.1,1
Shane Dowrich †,431905,c Woakes b Broad,37,63,118,5,0,58.73,1
Rahkeem Cornwall,494581,lbw b Broad,10,15,23,1,0,66.67,1
Kemar Roach,230553,c Root b Broad,0,3,3,0,0,0.0,1
Shannon Gabriel,446101,not out ,0,3,10,0,0,0.0,1
Rory Burns,398778,c sub (†J Da Silva) b Chase,90,163,250,10,0,55.21,2
Dom Sibley,519082,lbw b Holder,56,132,172,7,0,42.42,2
Joe Root (c),303669,not out ,68,56,77,8,1,121.43,2
Kraigg Brathwaite,348024,lbw b Broad,19,44,61,3,0,43.18,3
John Campbell,348026,c Root b Broad,0,3,7,0,0,0.0,3
Kemar Roach,230553,c †Buttler b Broad,4,5,8,0,0,80.0,3
Shai Hope,581379,c Broad b Woakes,31,38,71,6,0,81.58,3
Shamarh Brooks,230555,c †Buttler b Woakes,22,33,36,3,0,66.67,3
Roston Chase,391832,run out (Bess),7,20,33,0,0,35.0,3
Jermaine Blackwood,431909,c †Buttler b Broad,23,48,78,2,0,47.92,3
Jason Holder (c),391485,lbw b Woakes,12,13,15,2,0,92.31,3
Shane Dowrich †,431905,lbw b Woakes,8,13,22,1,0,61.54,3
Rahkeem Cornwall,494581,lbw b Woakes,2,4,4,0,0,50.0,3
Shannon Gabriel,446101,not out ,0,2,13,0,0,0.0,3
