Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Jason Roy,298438,c †Dhoni b Chahar,67,31,4,7,216.13,0
Jos Buttler †,308967, b Kaul,34,21,7,0,161.9,0
Alex Hales,249866,c †Dhoni b Pandya,30,24,3,2,125.0,0
Eoin Morgan (c),24598,c †Dhoni b Pandya,6,9,0,0,66.67,0
Ben Stokes,311158,c Kohli b Pandya,14,10,2,0,140.0,0
Jonny Bairstow,297433,c †Dhoni b Pandya,25,14,2,2,178.57,0
David Willey,308251, b Yadav,1,2,0,0,50.0,0
Chris Jordan,288992,run out (†Dhoni),3,3,0,0,100.0,0
Liam Plunkett,19264,c †Dhoni b Kaul,9,4,0,1,225.0,0
Adil Rashid,244497,not out ,4,3,1,0,133.33,0
Rohit Sharma,34102,not out ,100,56,11,5,178.57,1
Shikhar Dhawan,28235,c Ball b Willey,5,3,1,0,166.67,1
KL Rahul,422108,c Jordan b Ball,19,10,1,2,190.0,1
Virat Kohli (c),253802,c & b Jordan,43,29,2,2,148.28,1
Hardik Pandya,625371,not out ,33,14,4,2,235.71,1
