Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Paul Stirling,303427, b Williams,0,1,0,0,0.0,0
Kevin O'Brien,24605,c Mutumbami b Jarvis,22,13,3,1,169.23,0
Gary Wilson (c)†,24609,c Burl b Mpofu,47,47,4,1,100.0,0
Lorcan Tucker,928057,lbw b Jarvis,0,1,0,0,0.0,0
Greg Thompson,24616,c & b Chatara,32,30,5,0,106.67,0
Mark Adair,526441,c Burl b Jarvis,38,15,2,4,253.33,0
Shane Getkate,303508,lbw b Chatara,12,5,1,1,240.0,0
Gareth Delany,1099379,run out (Williams/†Taylor),12,7,1,1,171.43,0
George Dockrell,348034,run out (Chatara),1,1,0,0,100.0,0
Craig Young,364343,not out ,0,0,0,0,,0
Brendan Taylor †,55814,lbw b Getkate,39,20,5,2,195.0,1
Hamilton Masakadza (c),55608,c Thompson b Dockrell,0,4,0,0,0.0,1
Craig Ervine,55412,not out ,68,47,6,4,144.68,1
Sean Williams,55870,not out ,58,30,7,2,193.33,1
