Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Tamim Iqbal,56194,c Gunathilaka b Kumara,127,142,15,1,89.44,0
Soumya Sarkar,436677,c †Chandimal b Lakmal,10,13,2,0,76.92,0
Sabbir Rahman,373538,c Tharanga b Gunaratne,54,56,10,0,96.43,0
Mushfiqur Rahim †,56029,c & b Sandakan,1,2,0,0,50.0,0
Shakib Al Hasan,56143,c Sandakan b Lakmal,72,71,4,1,101.41,0
Mosaddek Hossain,550133,not out ,24,9,3,1,266.67,0
Mahmudullah,56025,not out ,13,7,0,1,185.71,0
Danushka Gunathilaka,345821,lbw b Mashrafe Mortaza,0,3,0,0,0.0,1
Upul Tharanga (c),50747,c Mashrafe Mortaza b Taskin Ahmed,19,29,3,0,65.52,1
Kusal Mendis,629074,c sub (Shuvagata Hom) b Mehidy Hasan Miraz,4,17,0,0,23.53,1
Dinesh Chandimal †,300628,c Soumya Sarkar b Mehidy Hasan Miraz,59,70,6,0,84.29,1
Asela Gunaratne,360456,c Mosaddek Hossain b Shakib Al Hasan,24,40,2,0,60.0,1
Milinda Siriwardana,222354,c sub (Shuvagata Hom) b Mustafizur Rahman,22,25,1,1,88.0,1
Sachith Pathirana,212756,c Mahmudullah b Mashrafe Mortaza,31,32,3,0,96.88,1
Thisara Perera,233514,c Mahmudullah b Mustafizur Rahman,55,35,4,2,157.14,1
Suranga Lakmal,49619,c Sabbir Rahman b Mustafizur Rahman,8,9,1,0,88.89,1
Lakshan Sandakan,429738,run out (Mustafizur Rahman),3,7,0,0,42.86,1
Lahiru Kumara,784375,not out ,0,4,0,0,0.0,1
