Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Zakir Hasan,697059, b Gunathilaka,10,9,1,0,111.11,0
Soumya Sarkar,436677,lbw b BMAJ Mendis,51,32,6,2,159.38,0
Mushfiqur Rahim †,56029,not out ,66,44,7,1,150.0,0
Afif Hossain,935995,c †Dickwella b BMAJ Mendis,0,2,0,0,0.0,0
Mahmudullah (c),56025,c Dananjaya b Udana,43,31,2,2,138.71,0
Sabbir Rahman,373538, b Perera,1,2,0,0,50.0,0
Ariful Haque,270135,not out ,1,1,0,0,100.0,0
Kusal Mendis,629074,c Soumya Sarkar b Afif Hossain,53,27,8,2,196.3,1
Danushka Gunathilaka,345821,st †Mushfiqur Rahim b Nazmul Islam,30,15,6,0,200.0,1
Upul Tharanga,50747,c Afif Hossain b Nazmul Islam,4,7,0,0,57.14,1
Dasun Shanaka,437316,not out ,42,24,3,3,175.0,1
Niroshan Dickwella †,429754,c Mohammad Saifuddin b Rubel Hossain,11,9,2,0,122.22,1
Thisara Perera,233514,not out ,39,18,4,3,216.67,1
