Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,Minutes_Batted,4s,6s,Strike_Rate,Innings
Martin Guptill,226492,c Maxwell b Tye,105,54,74,6,9,194.44,0
Colin Munro,232359,c Maxwell b Tye,76,33,44,6,6,230.3,0
Tim Seifert †,625964,c Finch b Agar,12,6,8,1,1,200.0,0
Mark Chapman,438563,hit wicket b Stanlake,16,14,26,1,0,114.29,0
Colin de Grandhomme,55395, b Richardson,3,4,8,0,0,75.0,0
Ross Taylor,38699,not out ,17,6,12,0,2,283.33,0
Kane Williamson (c),277906,c Tye b Richardson,1,2,1,0,0,50.0,0
Ben Wheeler,440523,not out ,1,2,7,0,0,50.0,0
David Warner (c),219889, b Sodhi,59,24,43,4,5,245.83,1
D'Arcy Short,308798,c †Seifert b Boult,76,44,84,8,3,172.73,1
Chris Lynn,326637,c Guptill b de Grandhomme,18,13,10,1,1,138.46,1
Glenn Maxwell,325026, b Southee,31,14,18,3,2,221.43,1
Aaron Finch,5334,not out ,36,14,22,3,3,257.14,1
Marcus Stoinis,325012,run out (Wheeler/†Seifert),4,5,9,0,0,80.0,1
Alex Carey †,326434,not out ,1,1,1,0,0,100.0,1
