Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Rahmanullah Gurbaz †,974087, b Williams,61,47,4,4,129.79,0
Hazratullah Zazai,793457,c Mutumbami b Mutombodzi,31,24,3,2,129.17,0
Shafiqullah,362603,lbw b Mpofu,16,13,1,1,123.08,0
Najibullah Zadran,524049,c Madziva b Mutombodzi,5,8,0,0,62.5,0
Mohammad Nabi,25913,c Jarvis b Mpofu,4,2,1,0,200.0,0
Gulbadin Naib,352048,c Ndlovu b Jarvis,10,7,0,1,142.86,0
Fazal Niazai,533949,c Burl b Mpofu,12,15,1,0,80.0,0
Rashid Khan (c),793463,not out ,9,6,0,1,150.0,0
Asghar Afghan,320652,c Ndlovu b Mpofu,0,1,0,0,0.0,0
Dawlat Zadran,516561,not out ,0,0,0,0,,0
Brendan Taylor †,55814,c Najibullah Zadran b Mujeeb Ur Rahman,19,17,2,1,111.76,1
Hamilton Masakadza (c),55608,c Mohammad Nabi b Dawlat Zadran,71,42,4,5,169.05,1
Regis Chakabva,293831,c Rashid Khan b Mujeeb Ur Rahman,39,32,1,2,121.88,1
Sean Williams,55870,not out ,21,24,2,0,87.5,1
Tinotenda Mutombodzi,333001,not out ,1,2,0,0,50.0,1
