Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Tamim Iqbal,56194,not out ,130,160,10,3,81.25,0
Anamul Haque,380354,c Nurse b Holder,0,3,0,0,0.0,0
Shakib Al Hasan,56143,c Hetmyer b Bishoo,97,121,6,0,80.17,0
Sabbir Rahman,373538,st †Hope b Bishoo,3,4,0,0,75.0,0
Mushfiqur Rahim †,56029,c Bishoo b Russell,30,11,3,2,272.73,0
Mahmudullah,56025,not out ,4,1,1,0,400.0,0
Chris Gayle,51880,run out (Mahmudullah/Mosaddek Hossain),40,60,1,2,66.67,1
Evin Lewis,431901,c Mahmudullah b Mashrafe Mortaza,17,29,2,1,58.62,1
Shai Hope †,581379,lbw b Rubel Hossain,6,11,0,0,54.55,1
Shimron Hetmyer,670025,c Shakib Al Hasan b Mustafizur Rahman,52,78,5,0,66.67,1
Jason Mohammed,230549,c †Mushfiqur Rahim b Mehidy Hasan Miraz,10,19,0,0,52.63,1
Jason Holder (c),391485,c Mosaddek Hossain b Mashrafe Mortaza,17,18,0,1,94.44,1
Rovman Powell,820351,c †Mushfiqur Rahim b Mustafizur Rahman,0,1,0,0,0.0,1
Andre Russell,276298,c Mahmudullah b Mashrafe Mortaza,13,12,1,1,108.33,1
Ashley Nurse,315594,c Mahmudullah b Mashrafe Mortaza,7,11,0,0,63.64,1
Devendra Bishoo,341593,not out ,29,40,3,0,72.5,1
Alzarri Joseph,670031,not out ,29,21,2,2,138.1,1
