Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Ed Joyce,24249,c Tamim Iqbal b Sunzamul Islam,46,74,3,0,62.16,0
Paul Stirling,303427,c Sabbir Rahman b Mustafizur Rahman,0,3,0,0,0.0,0
William Porterfield (c),24611,c & b Mosaddek Hossain,22,25,3,1,88.0,0
Andy Balbirnie,303423, b Shakib Al Hasan,12,24,0,1,50.0,0
Niall O'Brien †,24289,c Tamim Iqbal b Mustafizur Rahman,30,42,1,1,71.43,0
Kevin O'Brien,24605,c Mosaddek Hossain b Mustafizur Rahman,10,11,1,0,90.91,0
Gary Wilson,24609,c †Mushfiqur Rahim b Mustafizur Rahman,6,17,0,0,35.29,0
George Dockrell,348034,c †Mushfiqur Rahim b Mashrafe Mortaza,25,50,1,0,50.0,0
Barry McCarthy,348059,lbw b Sunzamul Islam,12,23,1,0,52.17,0
Tim Murtagh,17134,not out ,5,9,0,0,55.56,0
Peter Chase,524845,c †Mushfiqur Rahim b Mashrafe Mortaza,0,1,0,0,0.0,0
Tamim Iqbal,56194,c †NJ O'Brien b KJ O'Brien,47,54,6,0,87.04,1
Soumya Sarkar,436677,not out ,87,68,11,2,127.94,1
Sabbir Rahman,373538,c Dockrell b McCarthy,35,34,3,1,102.94,1
Mushfiqur Rahim †,56029,not out ,3,7,0,0,42.86,1
