Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Tamim Iqbal,56194,c & b Aamer Yamin,5,3,1,0,166.67,0
Kamran Akmal †,41028,st †Mohammad Rizwan b Yasir Shah,58,40,9,0,145.0,0
Mohammad Hafeez,41434, b Yasir Shah,13,18,2,0,72.22,0
Marlon Samuels,52983, b Narine,17,21,0,0,80.95,0
Shakib Al Hasan,56143,c Umar Akmal b Sohail Tanvir,30,24,2,1,125.0,0
Shahid Afridi,42639,run out (Ghulam Mudassar/†Mohammad Rizwan),10,6,1,0,166.67,0
Daren Sammy (c),53115,not out ,17,8,1,1,212.5,0
Wahab Riaz,43590,not out ,0,0,0,0,,0
Cameron Delport,322810,c & b Hasan Ali,32,15,7,0,213.33,1
Brendon McCullum (c),37737,run out (Mohammad Asghar),6,3,1,0,200.0,1
Fakhar Zaman,512191,c Wahab Riaz b Mohammad Hafeez,0,2,0,0,0.0,1
Umar Akmal,317273,lbw b Shakib Al Hasan,1,5,0,0,20.0,1
Mohammad Rizwan †,323389,c †Kamran Akmal b Mohammad Hafeez,4,4,1,0,100.0,1
Grant Elliott,44956,lbw b Shakib Al Hasan,0,3,0,0,0.0,1
Sunil Narine,230558,c Mohammad Asghar b Wahab Riaz,21,14,2,1,150.0,1
Aamer Yamin,434429,c Mohammad Hafeez b Sammy,25,25,2,2,100.0,1
Sohail Tanvir,43265,not out ,36,29,2,2,124.14,1
Yasir Shah,43685,st †Kamran Akmal b Shahid Afridi,22,19,2,1,115.79,1
Ghulam Mudassar,938937,not out ,1,1,0,0,100.0,1
