Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Usman Khawaja,215155,c Bird b Abbott,16,13,0,1,123.08,0
Alex Hales,249866,c Edwards b Curran,32,21,5,1,152.38,0
Callum Ferguson (c),5236,run out (†Philippe),52,42,3,1,123.81,0
Matthew Gilkes †,1081730,st †Philippe b Pope,0,7,0,0,0.0,0
Alex Ross,333624,c Abbott b Curran,26,22,0,2,118.18,0
Chris Morris,439952,c Henriques b Pope,1,2,0,0,50.0,0
Chris Green,787073, b Pope,1,4,0,0,25.0,0
Daniel Sams,826901,c Curran b Abbott,0,1,0,0,0.0,0
Arjun Nair,901157,not out ,11,10,1,0,110.0,0
Josh Philippe †,1124282,lbw b Morris,11,17,1,0,64.71,1
Hayden Kerr,1163855, b Cook,0,4,0,0,0.0,1
Daniel Hughes,571761, b Green,37,25,6,0,148.0,1
Moises Henriques (c),5961,c Ferguson b Sams,41,30,0,2,136.67,1
Jordan Silk,437669,run out (Green),2,3,0,0,66.67,1
Jack Edwards,1088610,c Green b Morris,17,21,1,0,80.95,1
Tom Curran,550235,run out (Morris/†Gilkes),35,17,5,1,205.88,1
Ben Dwarshuis,679567,not out ,2,3,0,0,66.67,1
