Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Aaron Finch,5334,lbw b Wood,100,106,6,3,94.34,0
Travis Head,530011,c Willey b Rashid,63,64,9,0,98.44,0
Shaun Marsh,6683,c Overton b Willey,101,92,5,4,109.78,0
Marcus Stoinis,325012, b Wood,1,2,0,0,50.0,0
Ashton Agar,505120,c †Buttler b Rashid,19,15,3,0,126.67,0
Alex Carey,326434,c Overton b Willey,6,5,1,0,120.0,0
Tim Paine (c)†,7252,lbw b Willey,3,5,0,0,60.0,0
Michael Neser,376169,c †Buttler b Willey,2,2,0,0,100.0,0
Jhye Richardson,774223,not out ,5,6,0,0,83.33,0
Nathan Lyon,272279,not out ,3,3,0,0,100.0,0
Jason Roy,298438,c Marsh b Lyon,101,83,12,2,121.69,1
Jonny Bairstow,297433,c †Paine b Stanlake,79,66,10,0,119.7,1
Alex Hales,249866,not out ,34,45,3,0,75.56,1
Joe Root,303669, b Agar,27,35,2,1,77.14,1
Eoin Morgan (c),24598,c †Paine b Agar,15,11,2,0,136.36,1
Jos Buttler †,308967,not out ,54,29,9,1,186.21,1
